ref_number,account_number,statement_date,amount,txn_type,memo,is_bank_originated_fee
TXN0002661,2000428152,2025-01-17,-4543.82,Wire Transfer,Incoming Wire,False
TXN0000078,4134388896,2025-03-09,-25379.04,Wire Transfer,INCOMING WIRE,False
TXN0003264,8010709149,2025-05-18,-3606.17,Wire Transfer,Outgoing Wire,False
TXN0000222,6549809089,2025-03-21,754.96,Check Deposit,Check Deposit,False
TXN0002975,9592441365,2025-02-20,4736.16,ACH Credit,Payroll Deposit,False
TXN0004513,7302354883,2025-04-18,2339.22,Check Deposit,CHECK DEPOSIT,False
TXN0000227,9830150556,2025-03-04,-33512.61,Wire Transfer,Outgoing Wire,False
TXN0005477,2719738801,2025-04-06,-22007.61,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0002035,7594263357,2025-04-25,-9803.00,Debit Card,POS Purchase,False
TXN0000220,3504696123,2025-05-06,-26717.83,ACH Debit,Vendor Payment,False
TXN0000637,8178565894,2025-01-14,-42228.18,Wire Transfer,Incoming Wire,False
TXN0001582,9099968683,2025-01-24,32504.98,Internal Transfer,ACCOUNT TRANSFER,False
TXN0005124,3727286172,2025-03-15,-25213.97,Wire Transfer,Incoming Wire,False
TXN0004046,4874290017,2025-05-05,-6781.85,ACH Debit,VENDOR PAYMENT,False
TXN0000724,4414288768,2025-01-28,-547.24,Internal Transfer,Account Transfer,False
TXN0001605,2680542483,2025-06-13,-9019.50,Debit Card,POS PURCHASE,False
TXN0004318,1207911445,2025-05-21,-16679.46,ACH Debit,VENDOR PAYMENT,False
TXN0003636,7387319762,2025-02-04,-13310.69,Wire Transfer,Incoming Wire,False
TXN0002073,4816004823,2025-06-20,-40279.43,Debit Card,POS Purchase,False
TXN0005225,3885532298,2025-03-17,-17330.39,ACH Debit,Vendor Payment,False
TXN0002631,7241945193,2025-05-06,27953.98,ACH Credit,PAYROLL DEPOSIT,False
TXN0000793,1179720360,2025-01-07,25079.34,Internal Transfer,ACCOUNT TRANSFER,False
TXN0002218,1074606573,2025-04-12,-21168.55,Debit Card,POS Purchase,False
TXN0004221,9562718246,2025-04-18,-26824.30,Wire Transfer,Outgoing Wire,False
FEE00008,6640640204,2025-02-16,-19.97,Service Charge,Monthly Maintenance Fee,True
FEE00033,7678490533,2025-01-03,6.51,Interest Payment,Interest Credit,True
TXN0004226,6674960148,2025-03-04,13524.81,ACH Credit,Payroll Deposit,False
TXN0004526,7654313197,2025-06-08,-28591.98,Debit Card,POS Purchase,False
TXN0002701,2945805452,2025-04-12,-23475.70,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0000635,1900080915,2025-02-03,-16972.57,Internal Transfer,ACCOUNT TRANSFER,False
TXN0000555,5170829519,2025-01-03,-8876.51,Internal Transfer,Account Transfer,False
TXN0004633,1343199049,2025-05-18,13833.26,ACH Credit,PAYROLL DEPOSIT,False
TXN0001525,1485438439,2025-01-08,-18045.68,Wire Transfer,Incoming Wire,False
TXN0000826,8596913424,2025-05-29,26731.03,Check Deposit,CHECK DEPOSIT,False
TXN0004667,9715940775,2025-02-23,32688.13,Internal Transfer,ACCOUNT TRANSFER,False
TXN0003250,4947929430,2025-04-10,-28955.14,Wire Transfer,Outgoing Wire,False
TXN0000921,7072088816,2025-01-23,-33972.73,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0004448,6762698691,2025-05-22,-13986.50,ACH Debit,Vendor Payment,False
TXN0003698,8830689019,2025-04-27,-281.42,Wire Transfer,Outgoing Wire,False
TXN0000572,2207021957,2025-04-29,-4122.83,Wire Transfer,Incoming Wire,False
TXN0004703,9490450656,2025-06-08,35047.34,ACH Credit,Payroll Deposit,False
TXN0003445,8278358576,2025-01-01,-2037.63,Wire Transfer,OUTGOING WIRE,False
FEE00093,7410246115,2025-06-13,-67.60,Service Charge,Overdraft Fee,True
TXN0002645,4746495400,2025-06-21,-23108.86,Wire Transfer,Outgoing Wire,False
TXN0002397,8943824671,2025-06-03,3950.46,ACH Credit,PAYROLL DEPOSIT,False
TXN0001157,8614114066,2025-04-26,-3584.02,Wire Transfer,Outgoing Wire,False
TXN0004715,2855751378,2025-06-28,-34763.15,Wire Transfer,Outgoing Wire,False
TXN0002958,4835018428,2025-06-09,-5364.09,ACH Debit,Vendor Payment,False
TXN0002306,5844680285,2025-04-21,-2499.49,Wire Transfer,Outgoing Wire,False
TXN0002820,5743732625,2025-06-21,863.54,Check Deposit,Check Deposit,False
TXN0005133,2216340670,2025-02-17,-6046.12,Wire Transfer,Incoming Wire,False
TXN0000595,5982769533,2025-04-25,-26254.70,Wire Transfer,INCOMING WIRE,False
TXN0001825,7767347599,2025-02-28,-32278.58,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0005785,1647063878,2025-06-14,11625.56,Internal Transfer,Account Transfer,False
TXN0000457,8494822473,2025-03-19,-22905.61,Debit Card,POS Purchase,False
TXN0005297,5453421689,2025-05-20,-44737.52,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0001880,7928274352,2025-01-04,-38154.14,ACH Debit,VENDOR PAYMENT,False
TXN0004575,6939212033,2025-03-26,24590.16,ACH Credit,PAYROLL DEPOSIT,False
TXN0002411,9895447872,2025-04-02,38961.46,Internal Transfer,ACCOUNT TRANSFER,False
TXN0004800,5574579694,2025-01-31,-11798.69,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0000030,6753885253,2025-04-18,4909.90,Internal Transfer,ACCOUNT TRANSFER,False
TXN0004071,2518588462,2025-01-27,41316.69,ACH Credit,PAYROLL DEPOSIT,False
TXN0004083,4405618757,2025-01-07,17694.15,ACH Credit,Payroll Deposit,False
TXN0002174,4906578638,2025-03-30,44246.14,Debit Card,POS Purchase,False
TXN0004735,9246615289,2025-01-12,-20122.83,Debit Card,POS PURCHASE,False
TXN0005987,1162951492,2025-01-19,-40080.84,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0005670,7419931635,2025-01-02,12247.49,ACH Credit,Payroll Deposit,False
TXN0003138,5436675441,2025-02-09,27037.43,Check Deposit,Check Deposit,False
TXN0005587,1370125496,2025-06-16,38588.40,Check Deposit,Check Deposit,False
TXN0001393,1052324525,2025-05-20,-41075.80,Wire Transfer,Incoming Wire,False
TXN0004137,9134463463,2025-04-07,-29699.96,Wire Transfer,Outgoing Wire,False
TXN0002972,6784190075,2025-02-16,18987.07,Check Deposit,Check Deposit,False
TXN0001515,5381870932,2025-03-24,-32780.83,Debit Card,POS Purchase,False
TXN0000846,3218576931,2025-02-23,-310.55,Wire Transfer,INCOMING WIRE,False
TXN0004931,4758186292,2025-02-24,-30592.57,Debit Card,POS Purchase,False
TXN0002686,9759154673,2025-06-26,17602.96,ACH Credit,PAYROLL DEPOSIT,False
TXN0004506,3929958735,2025-01-02,-33604.93,Wire Transfer,INCOMING WIRE,False
TXN0002639,9515806205,2025-05-05,-14771.43,Internal Transfer,ACCOUNT TRANSFER,False
TXN0001347,9107051468,2025-06-20,-28014.08,Wire Transfer,Outgoing Wire,False
TXN0002304,9786784957,2025-04-19,-19983.75,Wire Transfer,INCOMING WIRE,False
TXN0000264,8839225191,2025-02-11,-33553.65,ACH Debit,Vendor Payment,False
TXN0003163,9303252586,2025-01-29,-29803.86,ACH Debit,VENDOR PAYMENT,False
TXN0004339,9075771511,2025-02-03,30419.10,Check Deposit,Check Deposit,False
TXN0001006,7639205953,2025-05-05,-26928.94,Debit Card,POS PURCHASE,False
TXN0001978,1209167825,2025-06-05,-36571.35,ACH Debit,Vendor Payment,False
TXN0004916,7316580191,2025-05-22,15612.88,Check Deposit,Check Deposit,False
TXN0000822,3803562022,2025-01-18,-5072.76,Wire Transfer,Outgoing Wire,False
TXN0001155,1373255978,2025-02-22,38630.14,Check Deposit,Check Deposit,False
TXN0001862,6089884957,2025-06-26,-13793.60,Wire Transfer,Outgoing Wire,False
TXN0000208,2925785443,2025-04-22,-9231.69,Debit Card,POS Purchase,False
TXN0000563,2077674123,2025-01-30,728.88,Check Deposit,CHECK DEPOSIT,False
TXN0004102,3179323098,2025-01-06,12948.40,ACH Credit,Payroll Deposit,False
TXN0005948,2675489547,2025-04-26,35586.12,Internal Transfer,ACCOUNT TRANSFER,False
TXN0003553,6848691758,2025-03-03,-39593.91,Debit Card,POS Purchase,False
TXN0004784,3404437248,2025-03-18,-15874.38,Internal Transfer,Account Transfer,False
TXN0004643,3402204743,2025-06-25,-18874.08,Internal Transfer,Account Transfer,False
TXN0001285,1277174456,2025-04-22,-33878.98,Wire Transfer,Outgoing Wire,False
TXN0002459,9531425799,2025-04-05,32909.19,Wire Transfer,Outgoing Wire,False
TXN0004894,4712451596,2025-01-25,-22043.33,Wire Transfer,Incoming Wire,False
TXN0003807,4167914820,2025-06-19,-14887.66,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0002164,7402474299,2025-02-03,24419.04,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0001693,4020416934,2025-06-24,-9949.67,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0001435,2713466332,2025-06-10,-27424.64,Wire Transfer,Outgoing Wire,False
TXN0002957,7128376192,2025-05-29,-24243.62,ACH Debit,Vendor Payment,False
TXN0000985,9084679996,2025-03-13,-6640.82,Wire Transfer,Incoming Wire,False
TXN0004057,3369776401,2025-04-02,19335.86,ACH Credit,Payroll Deposit,False
TXN0003833,2838907907,2025-04-11,-26421.69,ACH Debit,VENDOR PAYMENT,False
TXN0003061,4458690408,2025-05-22,-24222.22,Wire Transfer,INCOMING WIRE,False
TXN0002761,1131612648,2025-02-05,-10210.62,ACH Debit,Vendor Payment,False
TXN0000646,9948775432,2025-04-29,-36578.17,ACH Debit,VENDOR PAYMENT,False
TXN0001343,4380508599,2025-01-24,-35925.19,Internal Transfer,Account Transfer,False
TXN0003511,6520184498,2025-01-14,-3390.99,Wire Transfer,OUTGOING WIRE,False
TXN0005994,8862080299,2025-06-06,-463.29,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0005997,8632793782,2025-03-10,24827.51,ACH Credit,Payroll Deposit,False
TXN0004787,2093587451,2025-03-26,-38279.95,ATM Withdrawal,ATM CASH WITHDRAWAL,False
TXN0001392,3646674389,2025-01-08,-4884.18,Wire Transfer,Outgoing Wire,False
TXN0001551,3657440532,2025-03-12,-8097.08,ACH Debit,Vendor Payment,False
TXN0001341,1484018964,2025-03-24,-30098.98,Wire Transfer,INCOMING WIRE,False
TXN0003035,6122275593,2025-05-04,40276.82,Check Deposit,Check Deposit,False
TXN0004986,7729855583,2025-05-09,18701.27,ACH Credit,Payroll Deposit,False
TXN0005398,1435198039,2025-03-19,-36313.45,Wire Transfer,Incoming Wire,False
TXN0001568,9797439201,2025-04-08,-19347.59,ACH Debit,Vendor Payment,False
TXN0003022,8278393260,2025-03-17,-20933.79,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0004686,2903500602,2025-04-09,10313.44,ACH Credit,Payroll Deposit,False
TXN0004687,7850787253,2025-02-16,-35710.79,Internal Transfer,Account Transfer,False
TXN0001330,3287010953,2025-05-10,-43048.94,ACH Debit,VENDOR PAYMENT,False
TXN0001028,8872967650,2025-05-25,-8406.72,Wire Transfer,INCOMING WIRE,False
TXN0000223,8127147400,2025-05-10,-17565.43,Wire Transfer,INCOMING WIRE,False
TXN0001461,7694596703,2025-01-28,-39508.32,Internal Transfer,Account Transfer,False
TXN0003612,3769992422,2025-05-07,-26578.38,ACH Debit,VENDOR PAYMENT,False
TXN0000464,2852187046,2025-05-18,-38636.76,Wire Transfer,Incoming Wire,False
TXN0000531,7436442944,2025-04-10,41233.49,ACH Credit,Payroll Deposit,False
TXN0004349,7965876802,2025-04-27,-40152.39,ACH Debit,Vendor Payment,False
TXN0005097,4670237008,2025-05-31,-27853.42,Wire Transfer,INCOMING WIRE,False
TXN0002799,2800837783,2025-05-19,-25010.48,Debit Card,POS Purchase,False
TXN0000768,6369475067,2025-02-04,-9320.47,Wire Transfer,OUTGOING WIRE,False
TXN0004265,6057118844,2025-06-20,1986.27,Internal Transfer,Account Transfer,False
TXN0003208,6100058552,2025-04-18,-26167.69,Debit Card,POS Purchase,False
TXN0001702,4975862395,2025-05-22,-4906.35,Wire Transfer,INCOMING WIRE,False
TXN0005388,7392842908,2025-01-31,20695.61,Check Deposit,Check Deposit,False
TXN0000480,5993049598,2025-06-12,8492.78,Check Deposit,Check Deposit,False
TXN0001887,6478682259,2025-04-02,-34052.58,ACH Debit,Vendor Payment,False
TXN0004435,3217310735,2025-05-09,-1442.69,Wire Transfer,INCOMING WIRE,False
TXN0001485,7549726064,2025-05-10,-20136.11,Wire Transfer,INCOMING WIRE,False
TXN0005304,5463336395,2025-06-08,-10613.00,Debit Card,POS PURCHASE,False
TXN0001559,1621027923,2025-05-19,-20641.06,ACH Debit,Vendor Payment,False
TXN0005527,3279824501,2025-06-28,31456.65,Check Deposit,CHECK DEPOSIT,False
TXN0002598,6108698513,2025-01-09,36803.97,ACH Credit,Payroll Deposit,False
TXN0005680,2289854145,2025-06-05,655.58,ACH Credit,Payroll Deposit,False
TXN0004416,5247686472,2025-06-19,8667.68,ACH Credit,PAYROLL DEPOSIT,False
TXN0003252,6206784692,2025-06-11,-25799.09,Debit Card,POS Purchase,False
TXN0000591,1074858817,2025-03-14,1718.64,Check Deposit,CHECK DEPOSIT,False
TXN0002403,4660941141,2025-03-25,13182.06,Internal Transfer,Account Transfer,False
TXN0005355,5468415257,2025-05-16,-19326.12,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0003251,9696497525,2025-06-26,21171.96,Debit Card,POS PURCHASE,False
TXN0000693,6838552407,2025-02-13,43465.63,Internal Transfer,Account Transfer,False
TXN0003879,9832623144,2025-04-16,-29763.71,Wire Transfer,Outgoing Wire,False
TXN0003554,9201948225,2025-04-14,21192.22,Debit Card,POS PURCHASE,False
TXN0004734,7317149939,2025-04-22,-19150.14,ACH Debit,Vendor Payment,False
TXN0001400,9058110635,2025-04-22,-12505.97,ACH Debit,Vendor Payment,False
TXN0001018,9955224036,2025-06-19,-4517.05,Wire Transfer,Incoming Wire,False
TXN0004396,1314541499,2025-01-27,-3245.35,ACH Debit,Vendor Payment,False
TXN0004253,5237253262,2025-03-29,-34117.75,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0002368,8790577839,2025-03-22,20911.76,ACH Credit,Payroll Deposit,False
TXN0004184,5299247333,2025-01-03,-43310.64,Wire Transfer,INCOMING WIRE,False
TXN0001581,1927363077,2025-06-29,-12036.00,ACH Debit,Vendor Payment,False
TXN0005342,1158277434,2025-05-02,7504.25,ACH Credit,Payroll Deposit,False
TXN0002855,4467376665,2025-04-05,-3756.30,Wire Transfer,Outgoing Wire,False
TXN0000797,1865432287,2025-02-04,41667.23,ACH Credit,Payroll Deposit,False
TXN0003787,5054001154,2025-06-25,-23575.40,Internal Transfer,Account Transfer,False
TXN0003884,3676528163,2025-05-18,-16064.00,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0003791,4615772912,2025-03-30,37065.78,ACH Credit,Payroll Deposit,False
TXN0002708,1060930751,2025-03-16,39331.92,Internal Transfer,Account Transfer,False
FEE00017,3580128490,2025-05-27,-44.10,Service Charge,Wire Fee,True
TXN0002247,3354407847,2025-04-19,-3893.99,ACH Debit,Vendor Payment,False
TXN0003347,5333777087,2025-02-16,28537.83,Check Deposit,CHECK DEPOSIT,False
TXN0004941,6778930490,2025-04-11,-27281.88,Wire Transfer,Incoming Wire,False
TXN0000556,9529831125,2025-01-08,-43589.98,Internal Transfer,Account Transfer,False
TXN0001998,8595834995,2025-06-25,-38776.02,Wire Transfer,INCOMING WIRE,False
TXN0002100,9429510128,2025-03-17,-42844.52,Wire Transfer,Incoming Wire,False
TXN0004758,2788606423,2025-04-09,-40147.71,Wire Transfer,OUTGOING WIRE,False
TXN0001069,7948478070,2025-06-27,-15874.78,Internal Transfer,Account Transfer,False
TXN0004557,1869489555,2025-05-02,-11986.26,Debit Card,POS Purchase,False
TXN0004470,7734400924,2025-05-02,-4134.22,Debit Card,POS PURCHASE,False
TXN0003631,9680725487,2025-06-28,-7796.31,Debit Card,POS Purchase,False
TXN0003811,3820862048,2025-06-22,1495.09,Check Deposit,Check Deposit,False
TXN0000721,9311420949,2025-02-03,-19104.79,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0002094,1837871786,2025-04-05,-4185.83,Wire Transfer,INCOMING WIRE,False
TXN0001852,5355023227,2025-01-27,-36814.80,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0003478,6127424980,2025-02-01,10840.84,ACH Credit,PAYROLL DEPOSIT,False
TXN0000824,9655920433,2025-06-04,-1664.60,Wire Transfer,INCOMING WIRE,False
TXN0003114,1289115644,2025-04-13,-24157.91,Debit Card,POS Purchase,False
TXN0000340,4305719318,2025-06-12,20726.49,Check Deposit,CHECK DEPOSIT,False
TXN0003189,4164293886,2025-04-01,-34446.97,ACH Debit,Vendor Payment,False
TXN0000535,5060378729,2025-03-09,30775.47,ACH Credit,Payroll Deposit,False
TXN0004346,2226921510,2025-01-09,5386.74,Check Deposit,CHECK DEPOSIT,False
TXN0001767,2635509958,2025-01-08,-44921.79,Wire Transfer,OUTGOING WIRE,False
TXN0000958,5163848250,2025-03-29,-35873.36,Wire Transfer,Incoming Wire,False
TXN0005155,5134647785,2025-06-21,-4530.16,ACH Debit,Vendor Payment,False
TXN0002985,1376439394,2025-01-02,34864.24,Check Deposit,CHECK DEPOSIT,False
TXN0001797,8137372223,2025-02-28,-24509.03,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0000614,2943476525,2025-05-19,42952.46,ACH Credit,Payroll Deposit,False
TXN0005704,4798627511,2025-01-19,21761.43,ACH Debit,Vendor Payment,False
TXN0001853,3187030584,2025-01-20,-20326.68,Debit Card,POS Purchase,False
TXN0000546,1169307209,2025-05-01,19026.71,ACH Credit,PAYROLL DEPOSIT,False
TXN0004009,3290716950,2025-02-18,-13429.43,Internal Transfer,Account Transfer,False
TXN0003509,2812370698,2025-04-17,-10448.27,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0004923,3832703087,2025-01-16,16473.97,Internal Transfer,Account Transfer,False
TXN0003211,2677882917,2025-03-23,43532.11,Check Deposit,Check Deposit,False
TXN0001448,8027307858,2025-04-05,-19377.56,Debit Card,POS Purchase,False
TXN0005660,2081365767,2025-02-18,-39658.87,ACH Debit,Vendor Payment,False
TXN0005036,6602041147,2025-06-08,41775.84,Check Deposit,Check Deposit,False
TXN0004663,8346624263,2025-01-06,-22848.69,Wire Transfer,Outgoing Wire,False
TXN0004397,2976516815,2025-05-04,3903.60,ACH Credit,Payroll Deposit,False
TXN0002744,4016210271,2025-04-18,2017.76,Check Deposit,Check Deposit,False
TXN0001697,6455636637,2025-01-27,31858.74,ACH Credit,Payroll Deposit,False
TXN0001975,5613411907,2025-04-27,-18279.57,ACH Debit,Vendor Payment,False
TXN0001038,3459114294,2025-05-08,5394.61,ACH Credit,Payroll Deposit,False
TXN0000643,9959925071,2025-06-05,38644.19,Check Deposit,Check Deposit,False
TXN0000657,1898845699,2025-05-07,-11383.74,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0004999,9526795316,2025-04-29,36889.80,ACH Credit,Payroll Deposit,False
TXN0004912,3585213812,2025-06-11,-33726.89,Wire Transfer,Incoming Wire,False
TXN0003993,4401155006,2025-03-17,28555.65,ACH Credit,Payroll Deposit,False
TXN0004312,8856795045,2025-05-03,-26615.67,Wire Transfer,OUTGOING WIRE,False
TXN0001236,5011812849,2025-03-12,-26215.55,ACH Debit,Vendor Payment,False
TXN0000818,4982907261,2025-05-09,20540.98,Internal Transfer,ACCOUNT TRANSFER,False
TXN0004925,1353724463,2025-01-18,-13188.32,Debit Card,POS PURCHASE,False
TXN0002620,5234599620,2025-01-19,-35017.10,Wire Transfer,Incoming Wire,False
TXN0004287,6412009941,2025-04-10,13566.20,Internal Transfer,Account Transfer,False
TXN0004487,1703382792,2025-01-25,-645.32,Debit Card,POS PURCHASE,False
TXN0001891,8094040413,2025-01-03,-34054.23,Wire Transfer,OUTGOING WIRE,False
TXN0002558,5550331363,2025-06-22,-18706.62,Wire Transfer,OUTGOING WIRE,False
TXN0003197,8500737116,2025-06-01,-40238.80,Wire Transfer,Outgoing Wire,False
TXN0000270,2583508930,2025-06-25,2673.42,Check Deposit,CHECK DEPOSIT,False
TXN0005353,4966089106,2025-04-24,17859.47,Wire Transfer,Incoming Wire,False
TXN0004039,8255284190,2025-02-12,-20633.15,ACH Debit,VENDOR PAYMENT,False
TXN0003270,8161972082,2025-05-14,-30767.25,Internal Transfer,Account Transfer,False
TXN0002920,5091070138,2025-01-11,-522.85,ACH Debit,Vendor Payment,False
TXN0003149,5358758098,2025-04-27,-39825.88,Wire Transfer,Incoming Wire,False
TXN0003542,9219121085,2025-05-04,-29323.97,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0001532,2921181337,2025-02-07,-19849.72,Debit Card,POS Purchase,False
TXN0004655,4476479966,2025-06-02,-23232.46,Wire Transfer,Outgoing Wire,False
TXN0000782,9469150013,2025-06-02,-40017.96,ACH Debit,Vendor Payment,False
TXN0005898,9936695337,2025-06-17,-7718.81,Wire Transfer,Outgoing Wire,False
TXN0002466,4565089875,2025-06-08,40421.21,ACH Credit,Payroll Deposit,False
TXN0003730,8527738547,2025-04-19,926.53,Check Deposit,Check Deposit,False
TXN0003633,4835949168,2025-01-05,-35479.04,Wire Transfer,Outgoing Wire,False
TXN0005764,9302338555,2025-05-18,-37955.18,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0004845,6069403731,2025-03-04,-14913.07,ATM Withdrawal,ATM Cash Withdrawal,False
TXN0000012,1071188213,2025-01-16,20070.61,Check Deposit,Check Deposit,False
TXN0004283,1379460069,2025-04-07,-16159.52,Wire Transfer,Outgoing Wire,False
TXN0004041,5249490821,2025-03-16,-23646.24,ACH Debit,VENDOR PAYMENT,False
TXN0002359,6958397358,2025-03-07,35252.35,Check Deposit,Check Deposit,False
TXN0004351,1509792268,2025-05-14,29673.98,Internal Transfer,Account Transfer,False
TXN0004790,3289465400,2025-05-31,-11501.57,ACH Debit,VENDOR PAYMENT,False
TXN0003640,7161066752,2025-03-22,-15231.17,Wire Transfer,Outgoing Wire,False
TXN0003345,9534786779,2025-04-02,14265.46,ACH Credit,PAYROLL DEPOSIT,False
TXN0000098,6651302886,2025-06-30,31446.90,Internal Transfer,Account Transfer,False
TXN0003969,4718958880,2025-02-25,37166.67,ACH Credit,PAYROLL DEPOSIT,False
TXN0003652,1853056662,2025-05-16,-42489.56,Wire Transfer,INCOMING WIRE,False
TXN0000951,1959491984,2025-03-11,42014.18,Check Deposit,Check Deposit,False
