txn_ref,account_number,ledger_amount,bank_amount,ledger_date,bank_date,category,note
TXN0000672,6426826395,-43512.42,-43512.42,2025-06-27,2025-06-27,Reconciled,
TXN0002258,6487070831,-17968.63,-17968.63,2025-04-27,2025-04-27,Reconciled,
TXN0002956,7040016590,-18903.40,-18903.40,2025-01-05,2025-01-05,Reconciled,
TXN0000868,9269972503,39055.02,38826.12,2025-03-28,2025-03-28,Amount Discrepancy (Investigate),"Ledger 39055.02 vs bank 38826.12, diff 228.90."
TXN0001662,3416491807,15392.96,15392.96,2025-05-22,2025-05-22,Reconciled,
TXN0005679,1497725768,-37700.66,-37700.66,2025-03-23,2025-03-23,Reconciled,
TXN0000728,2769943364,-28826.14,-28826.14,2025-01-20,2025-01-21,Reconciled (Timing Difference),"Posted 1 day(s) apart -- in-transit item, not an error."
TXN0004449,5183396437,-34279.48,-34279.48,2025-05-31,2025-05-31,Reconciled,
TXN0001964,4772130097,37193.59,37193.59,2025-06-01,2025-06-01,Reconciled,
TXN0001009,1860438730,-25681.25,-25681.25,2025-03-01,2025-03-01,Reconciled,
TXN0004344,4453777298,11368.24,11368.24,2025-01-14,2025-01-14,Reconciled,
TXN0004964,1150786761,14813.57,14813.57,2025-01-13,2025-01-13,Reconciled,
TXN0004754,5197038631,41739.82,41739.82,2025-02-19,2025-02-19,Reconciled,
TXN0001069,7948478070,-15874.78,-15874.78,2025-06-27,2025-06-27,Reconciled,
TXN0000675,5232599576,-44939.27,-44939.27,2025-02-04,2025-02-04,Reconciled,
TXN0000076,5975041015,15881.43,15881.43,2025-05-09,2025-05-09,Reconciled,
TXN0000613,6115874553,-41076.31,-41076.31,2025-05-24,2025-05-24,Reconciled,
TXN0000740,6875475089,13563.18,13563.18,2025-04-28,2025-04-29,Reconciled (Timing Difference),"Posted 1 day(s) apart -- in-transit item, not an error."
TXN0004154,7557298443,-32865.92,-32865.92,2025-03-10,2025-03-10,Reconciled,
TXN0000759,3349531661,-15037.43,-15037.43,2025-06-23,2025-06-23,Reconciled,
TXN0004092,9829377769,36557.49,,2025-02-27,,Ledger-Only (Investigate),No matching bank record found for this ledger entry.
TXN0002804,3664911441,5145.51,5145.51,2025-03-26,2025-03-26,Reconciled,
TXN0002069,1115494538,8838.06,8838.06,2025-01-23,2025-01-23,Reconciled,
TXN0000837,2481532633,-38820.22,-38820.22,2025-01-29,2025-01-29,Reconciled,
TXN0003030,7043716166,-20208.86,-20208.86,2025-03-08,2025-03-08,Reconciled,
TXN0005914,9796947823,26478.18,26478.18,2025-01-17,2025-01-17,Reconciled,
TXN0002819,5214431497,-1956.19,-1956.19,2025-02-18,2025-02-18,Reconciled,
TXN0003945,2008474571,-8806.39,-8806.39,2025-01-01,2025-01-01,Reconciled,
TXN0005319,8282682410,41774.88,41774.88,2025-03-03,2025-03-04,Reconciled (Timing Difference),"Posted 1 day(s) apart -- in-transit item, not an error."
TXN0002647,9215890578,-7381.02,,2025-03-03,,Ledger-Only (Investigate),No matching bank record found for this ledger entry.
TXN0003469,8402412474,-35737.48,-35737.48,2025-02-01,2025-02-01,Reconciled,
TXN0000638,7901619068,-9302.93,-9302.93,2025-05-11,2025-05-11,Reconciled,
TXN0000211,7127363129,-9960.14,-9960.14,2025-04-12,2025-04-12,Reconciled,
TXN0001254,8986359484,-28320.81,-28320.81,2025-04-27,2025-04-27,Reconciled,
TXN0005955,4528784155,34910.77,34910.77,2025-05-29,2025-05-29,Reconciled,
TXN0003772,9299426028,-16135.77,-16135.77,2025-03-21,2025-03-23,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0002410,9347241347,-4882.41,-4882.41,2025-02-17,2025-02-19,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0003472,9893749227,-8346.34,-8346.34,2025-04-14,2025-04-14,Reconciled,
TXN0002644,3469714075,44105.32,44105.32,2025-04-20,2025-04-20,Reconciled,
TXN0002357,4481634327,-6573.24,-6573.24,2025-01-02,2025-01-02,Reconciled,
TXN0002051,8860647395,-11284.48,-11284.48,2025-06-09,2025-06-09,Reconciled,
TXN0000604,4685163964,-24220.18,-24220.18,2025-05-13,2025-05-13,Reconciled,
TXN0004816,1731727668,15014.92,15014.92,2025-02-08,2025-02-08,Reconciled,
TXN0000196,6768778413,-43935.63,-43935.63,2025-02-10,2025-02-10,Reconciled,
TXN0003355,4467721378,-35364.58,-35364.58,2025-05-22,2025-05-22,Reconciled,
TXN0004192,4505802832,-16935.71,-16935.71,2025-04-07,2025-04-07,Reconciled,
TXN0002569,4748578177,-28751.60,-28751.60,2025-03-19,2025-03-19,Reconciled,
TXN0003700,2020995019,-28949.59,-28949.59,2025-02-19,2025-02-19,Reconciled,
TXN0003669,3127846667,-31090.57,-31090.57,2025-01-25,2025-01-25,Reconciled,
TXN0000503,1164694217,12031.16,12031.16,2025-01-20,2025-01-20,Reconciled,
TXN0001737,5083195603,33145.61,33145.61,2025-02-22,2025-02-22,Reconciled,
TXN0005128,1405017968,-41740.98,-41740.98,2025-06-12,2025-06-13,Reconciled (Timing Difference),"Posted 1 day(s) apart -- in-transit item, not an error."
TXN0000394,4388701992,26956.41,26956.41,2025-01-21,2025-01-21,Reconciled,
TXN0001237,1571604999,-12035.82,-12035.82,2025-01-01,2025-01-01,Reconciled,
TXN0004369,2445909134,-28506.17,-28506.17,2025-03-01,2025-03-01,Reconciled,
TXN0005219,5281232557,-34119.44,-34119.44,2025-03-16,2025-03-16,Reconciled,
TXN0005566,9544493685,-10573.40,-10573.40,2025-02-24,2025-02-24,Reconciled,
TXN0001565,3110686140,34290.33,34290.33,2025-06-14,2025-06-14,Reconciled,
TXN0003816,1565869040,28341.31,,2025-05-26,,Ledger-Only (Investigate),No matching bank record found for this ledger entry.
TXN0004371,1097215394,-5395.16,-5395.16,2025-04-23,2025-04-23,Reconciled,
TXN0001673,1381893711,12207.14,12207.14,2025-04-28,2025-04-28,Reconciled,
TXN0004932,8496931907,-33466.97,-33466.97,2025-03-19,2025-03-19,Reconciled,
TXN0002424,9396896939,-21664.68,-21664.68,2025-03-10,2025-03-10,Reconciled,
TXN0001283,4221232235,-30570.61,-30570.61,2025-02-21,2025-02-23,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0004880,3199758186,33003.69,33003.69,2025-01-26,2025-01-26,Reconciled,
TXN0005252,1642345839,-39064.44,-39064.44,2025-02-02,2025-02-03,Reconciled (Timing Difference),"Posted 1 day(s) apart -- in-transit item, not an error."
TXN0004400,9212087679,-31012.62,-31012.62,2025-06-22,2025-06-22,Reconciled,
TXN0001437,8755239799,21387.55,21387.55,2025-04-14,2025-04-14,Reconciled,
TXN0002040,3342975282,-2398.70,,2025-03-15,,Ledger-Only (Investigate),No matching bank record found for this ledger entry.
TXN0001505,6563800193,-10936.73,-10936.73,2025-03-16,2025-03-16,Reconciled,
TXN0002936,7996470949,-42087.57,-42087.57,2025-02-23,2025-02-23,Reconciled,
TXN0002889,5718523535,33469.80,33469.80,2025-03-31,2025-03-31,Reconciled,
TXN0000362,8665843329,18545.66,18545.66,2025-02-15,2025-02-15,Reconciled,
TXN0005433,9673178083,-18387.19,-18387.19,2025-02-02,2025-02-02,Reconciled,
TXN0004509,9504943025,-30142.16,-30142.16,2025-03-15,2025-03-15,Reconciled,
TXN0001524,3746376292,13231.45,13231.45,2025-03-06,2025-03-06,Reconciled,
TXN0003324,6590502238,18499.15,18499.15,2025-01-14,2025-01-14,Reconciled,
TXN0001544,1564157587,-21754.70,-21754.70,2025-02-28,2025-02-28,Reconciled,
TXN0005842,6505342457,-8392.39,-8392.39,2025-03-23,2025-03-23,Reconciled,
TXN0003161,5861391157,32709.74,32709.74,2025-02-28,2025-02-28,Reconciled,
TXN0003105,7259735253,-34417.94,-34417.94,2025-01-10,2025-01-10,Reconciled,
TXN0000425,2854834388,-14412.42,-14412.42,2025-03-19,2025-03-19,Reconciled,
TXN0005789,7108954269,31891.48,31891.48,2025-04-01,2025-04-01,Reconciled,
TXN0000066,8610390309,-39119.32,-39119.32,2025-05-13,2025-05-13,Reconciled,
TXN0005594,8558863185,5565.71,5565.71,2025-01-03,2025-01-03,Reconciled,
TXN0000527,6865682801,12237.74,12237.74,2025-02-28,2025-02-28,Reconciled,
TXN0005240,5577334186,-17317.02,,2025-03-31,,Ledger-Only (Investigate),No matching bank record found for this ledger entry.
TXN0000771,1703397324,5488.98,5488.98,2025-03-20,2025-03-20,Reconciled,
TXN0002586,2661257310,-37880.09,-37880.09,2025-05-20,2025-05-20,Reconciled,
TXN0005849,4411754150,-20252.20,-20252.20,2025-04-18,2025-04-21,Reconciled (Timing Difference),"Posted 3 day(s) apart -- in-transit item, not an error."
TXN0005018,8295409859,-26126.03,-26126.03,2025-02-09,2025-02-09,Reconciled,
TXN0001062,5509250320,-31550.27,-31550.27,2025-02-28,2025-02-28,Reconciled,
TXN0005994,8862080299,-463.29,-463.29,2025-06-06,2025-06-06,Reconciled,
TXN0002065,3013759416,24979.11,24979.11,2025-04-17,2025-04-17,Reconciled,
TXN0005266,8623493652,-3668.52,-3668.52,2025-04-11,2025-04-11,Reconciled,
TXN0002593,7025854620,-9318.65,-9318.65,2025-03-19,2025-03-19,Reconciled,
TXN0002279,4279245848,-26541.01,-26541.01,2025-04-03,2025-04-03,Reconciled,
TXN0001160,9155157025,-387.03,-387.03,2025-03-17,2025-03-17,Reconciled,
TXN0004075,8647718552,-35846.89,-35846.89,2025-02-04,2025-02-04,Reconciled,
TXN0002579,1408943672,-31218.44,-31218.44,2025-04-12,2025-04-13,Reconciled (Timing Difference),"Posted 1 day(s) apart -- in-transit item, not an error."
TXN0002482,2042817325,24224.22,24224.22,2025-06-02,2025-06-02,Reconciled,
TXN0005169,1407672109,-29304.07,-29304.07,2025-05-29,2025-05-29,Reconciled,
TXN0001288,4254150965,-35430.54,-35430.54,2025-05-13,2025-05-13,Reconciled,
TXN0000965,7727583342,-4506.09,-4506.09,2025-04-11,2025-04-11,Reconciled,
TXN0000040,6074716658,-3198.06,-3198.06,2025-03-29,2025-03-29,Reconciled,
TXN0003577,6483401968,27103.72,27103.72,2025-06-17,2025-06-17,Reconciled,
TXN0004086,2240890305,-38730.88,-38730.88,2025-06-08,2025-06-08,Reconciled,
TXN0004153,2648134595,-895.04,-895.04,2025-01-04,2025-01-04,Reconciled,
TXN0002542,7468301760,-9319.19,-9319.19,2025-06-06,2025-06-06,Reconciled,
TXN0002757,6443057355,-13127.60,-13127.60,2025-05-09,2025-05-09,Reconciled,
TXN0003352,8287291586,18298.93,18298.93,2025-05-11,2025-05-11,Reconciled,
TXN0000021,7035241032,-37339.34,-37339.34,2025-03-02,2025-03-02,Reconciled,
TXN0004494,9441735035,-14384.49,-14384.49,2025-02-19,2025-02-19,Reconciled,
TXN0001133,9023920851,-18864.36,-18864.36,2025-05-18,2025-05-18,Reconciled,
TXN0002314,3306039830,-35245.07,-35245.07,2025-03-08,2025-03-11,Reconciled (Timing Difference),"Posted 3 day(s) apart -- in-transit item, not an error."
TXN0003829,7508630265,-12766.71,-12766.71,2025-03-09,2025-03-09,Reconciled,
TXN0004217,4806112094,-5795.41,-5795.41,2025-02-19,2025-02-19,Reconciled,
TXN0001723,8716566211,20306.57,20306.57,2025-05-18,2025-05-18,Reconciled,
TXN0004893,6903208751,-43524.22,-43524.22,2025-06-18,2025-06-19,Reconciled (Timing Difference),"Posted 1 day(s) apart -- in-transit item, not an error."
TXN0003433,9567963926,33055.51,33055.51,2025-03-05,2025-03-05,Reconciled,
TXN0003026,9812823105,-3444.09,-3444.09,2025-03-23,2025-03-23,Reconciled,
TXN0004061,5365342694,-5207.59,-5207.59,2025-02-05,2025-02-05,Reconciled,
TXN0000521,6584278212,-8397.67,-8397.67,2025-01-28,2025-01-28,Reconciled,
TXN0003415,2339478295,-24634.06,-24634.06,2025-06-02,2025-06-02,Reconciled,
TXN0002953,8836281443,27940.98,27723.11,2025-04-22,2025-04-22,Amount Discrepancy (Investigate),"Ledger 27940.98 vs bank 27723.11, diff 217.87."
TXN0003451,9248043058,21211.86,21211.86,2025-01-09,2025-01-09,Reconciled,
TXN0001691,4589560050,-4219.66,-4219.66,2025-01-31,2025-01-31,Reconciled,
TXN0004875,6927681642,5793.14,5793.14,2025-04-17,2025-04-17,Reconciled,
TXN0005568,4430863157,-5779.97,-5779.97,2025-01-03,2025-01-03,Reconciled,
TXN0003718,7936818921,24201.79,24201.79,2025-04-07,2025-04-10,Reconciled (Timing Difference),"Posted 3 day(s) apart -- in-transit item, not an error."
TXN0004622,5128192421,-22213.83,-22213.83,2025-06-23,2025-06-23,Reconciled,
TXN0000133,2174104726,39668.88,39668.88,2025-04-02,2025-04-02,Reconciled,
TXN0005116,3066157249,-17624.08,-17624.08,2025-03-04,2025-03-04,Reconciled,
TXN0003536,6901969329,-8343.75,-8343.75,2025-01-02,2025-01-02,Reconciled,
TXN0005065,6978507608,-33232.09,-33232.09,2025-04-18,2025-04-18,Reconciled,
TXN0001329,1651380363,-34225.75,-34225.75,2025-02-06,2025-02-06,Reconciled,
TXN0005681,6714529599,3606.15,3606.15,2025-05-03,2025-05-05,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0003343,7535814289,-30111.26,-30111.26,2025-06-23,2025-06-23,Reconciled,
TXN0000094,3283551461,-19614.71,-19614.71,2025-06-21,2025-06-21,Reconciled,
TXN0001915,4945405406,-26007.31,-26007.31,2025-02-21,2025-02-21,Reconciled,
TXN0002577,1062842983,3078.14,3078.14,2025-05-31,2025-05-31,Reconciled,
TXN0005386,7254341807,6494.95,6494.95,2025-03-13,2025-03-13,Reconciled,
TXN0005571,9647705438,12384.40,12384.40,2025-06-02,2025-06-05,Reconciled (Timing Difference),"Posted 3 day(s) apart -- in-transit item, not an error."
TXN0000633,4373719257,-8504.69,-8504.69,2025-05-31,2025-05-31,Reconciled,
TXN0004054,1443363821,-44068.13,-44068.13,2025-01-04,2025-01-05,Reconciled (Timing Difference),"Posted 1 day(s) apart -- in-transit item, not an error."
TXN0002401,4413979728,-1664.86,-1664.86,2025-05-29,2025-05-29,Reconciled,
TXN0000501,3547834877,-9264.05,-9264.05,2025-03-29,2025-03-29,Reconciled,
TXN0000725,6895732590,6161.28,6161.28,2025-04-02,2025-04-02,Reconciled,
TXN0002679,9324651570,539.66,539.66,2025-02-02,2025-02-02,Reconciled,
TXN0004753,7482421891,-9339.29,-9339.29,2025-06-06,2025-06-06,Reconciled,
TXN0003367,3373573523,37505.31,37505.31,2025-01-20,2025-01-20,Reconciled,
TXN0004486,5422844462,-40919.37,-40919.37,2025-05-16,2025-05-16,Reconciled,
TXN0002983,3725612998,-39199.90,-39199.90,2025-02-18,2025-02-21,Reconciled (Timing Difference),"Posted 3 day(s) apart -- in-transit item, not an error."
TXN0000463,4145448588,-33129.36,-33129.36,2025-01-28,2025-01-28,Reconciled,
TXN0003014,6366855956,25618.19,,2025-03-12,,Ledger-Only (Investigate),No matching bank record found for this ledger entry.
TXN0004823,5362257250,-6101.50,-6101.50,2025-01-31,2025-01-31,Reconciled,
TXN0000438,5616851079,27490.13,,2025-05-11,,Ledger-Only (Investigate),No matching bank record found for this ledger entry.
TXN0002944,9626385533,21420.30,21420.30,2025-03-25,2025-03-25,Reconciled,
TXN0001522,4447116598,-2795.90,-2795.90,2025-03-23,2025-03-23,Reconciled,
TXN0001101,3011603976,-17661.71,-17661.71,2025-04-22,2025-04-22,Reconciled,
TXN0005885,2305504087,-44516.32,-44516.32,2025-05-17,2025-05-19,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0004966,6358222952,-31578.42,-31578.42,2025-02-06,2025-02-06,Reconciled,
TXN0003919,4050178638,13105.61,13105.61,2025-06-02,2025-06-02,Reconciled,
TXN0001295,2720430422,37514.30,37514.30,2025-02-02,2025-02-02,Reconciled,
TXN0002250,1019733137,20588.69,20588.69,2025-03-23,2025-03-23,Reconciled,
TXN0004093,2367345957,-17623.93,-17623.93,2025-04-02,2025-04-02,Reconciled,
TXN0002630,2907949110,29239.60,29239.60,2025-05-04,2025-05-04,Reconciled,
TXN0000239,3761101149,-15395.79,-15395.79,2025-03-06,2025-03-06,Reconciled,
TXN0000808,2991982566,-28945.87,-28945.87,2025-01-06,2025-01-06,Reconciled,
TXN0000045,9287033584,655.21,655.21,2025-03-04,2025-03-04,Reconciled,
TXN0004586,7602183913,12003.03,12003.03,2025-03-29,2025-03-29,Reconciled,
TXN0003948,3310250634,29273.41,29273.41,2025-04-13,2025-04-14,Reconciled (Timing Difference),"Posted 1 day(s) apart -- in-transit item, not an error."
TXN0005391,4917786356,5108.27,5108.27,2025-03-30,2025-03-30,Reconciled,
TXN0002052,2017434840,34561.92,34561.92,2025-04-28,2025-04-28,Reconciled,
TXN0003781,5373584186,-11534.00,-11534.00,2025-04-25,2025-04-25,Reconciled,
TXN0002911,6950149144,-8486.38,-8486.38,2025-04-26,2025-04-26,Reconciled,
TXN0005919,3918216033,-43694.40,-43694.40,2025-04-20,2025-04-20,Reconciled,
TXN0000833,6019382137,13167.77,13167.77,2025-02-17,2025-02-17,Reconciled,
TXN0000629,7380897422,-15706.77,-15706.77,2025-05-27,2025-05-27,Reconciled,
TXN0004056,5735365429,-44125.68,-44125.68,2025-05-08,2025-05-08,Reconciled,
TXN0000804,1105498714,-28913.54,-28913.54,2025-01-25,2025-01-25,Reconciled,
TXN0001012,3481112314,37740.91,37740.91,2025-04-03,2025-04-03,Reconciled,
TXN0004360,1489101335,-44734.14,-44734.14,2025-04-13,2025-04-13,Reconciled,
TXN0002683,7618550437,4696.34,4696.34,2025-01-13,2025-01-13,Reconciled,
TXN0004555,9914455894,-28806.16,-28806.16,2025-01-15,2025-01-15,Reconciled,
TXN0001689,4145980119,-22274.71,-22274.71,2025-05-21,2025-05-21,Reconciled,
TXN0002249,6694727831,2016.25,2016.25,2025-02-26,2025-02-26,Reconciled,
TXN0000872,3516522100,-39241.58,-39241.58,2025-02-03,2025-02-05,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0005558,7787726926,31520.65,31520.65,2025-03-14,2025-03-14,Reconciled,
TXN0000741,6260764046,-42699.95,-42724.41,2025-05-06,2025-05-06,Amount Discrepancy (Investigate),"Ledger -42699.95 vs bank -42724.41, diff 24.46."
TXN0003617,1303433475,-24464.97,-24464.97,2025-01-04,2025-01-04,Reconciled,
TXN0000996,5409721767,-44532.03,-44532.03,2025-02-23,2025-02-23,Reconciled,
TXN0000526,1272732666,3207.00,3207.00,2025-04-16,2025-04-16,Reconciled,
TXN0000701,4930938878,-32319.75,-32319.75,2025-03-06,2025-03-08,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0001227,2922896539,20474.84,20474.84,2025-05-07,2025-05-07,Reconciled,
TXN0005372,5293329415,4643.26,4643.26,2025-05-17,2025-05-17,Reconciled,
TXN0002929,4467784468,29734.60,29734.60,2025-02-05,2025-02-05,Reconciled,
TXN0002794,8467770607,-34606.39,-34606.39,2025-03-31,2025-03-31,Reconciled,
TXN0004670,5902443926,7168.69,7168.69,2025-02-27,2025-02-27,Reconciled,
TXN0001656,2492826269,-14318.81,-14318.81,2025-05-22,2025-05-22,Reconciled,
TXN0002130,9599562872,-8539.52,,2025-03-11,,Ledger-Only (Investigate),No matching bank record found for this ledger entry.
TXN0003434,4740365522,38002.21,38002.21,2025-04-27,2025-04-27,Reconciled,
TXN0005625,5376916750,-2605.66,-2605.66,2025-01-17,2025-01-17,Reconciled,
TXN0005487,6644275699,-22350.56,-22350.56,2025-01-04,2025-01-04,Reconciled,
TXN0003535,4200000895,-23414.04,-23414.04,2025-02-14,2025-02-14,Reconciled,
TXN0001398,3327372890,-12467.02,-12467.02,2025-04-03,2025-04-03,Reconciled,
TXN0005907,8533719417,30638.88,30638.88,2025-04-09,2025-04-09,Reconciled,
TXN0000316,5016842765,-14590.18,-14590.18,2025-04-08,2025-04-08,Reconciled,
TXN0005509,5519004546,-756.88,-756.88,2025-05-04,2025-05-04,Reconciled,
TXN0005960,1793156494,41497.59,41497.59,2025-06-11,2025-06-11,Reconciled,
TXN0003389,8267439918,-25194.16,-25194.16,2025-04-05,2025-04-06,Reconciled (Timing Difference),"Posted 1 day(s) apart -- in-transit item, not an error."
TXN0002257,6523689201,-15388.79,-15388.79,2025-06-10,2025-06-10,Reconciled,
TXN0003615,9656722235,-3151.58,-3151.58,2025-03-01,2025-03-01,Reconciled,
TXN0004370,8110890593,-33921.91,-33921.91,2025-01-17,2025-01-17,Reconciled,
TXN0002857,6683596976,36408.34,36408.34,2025-03-18,2025-03-18,Reconciled,
TXN0001609,7059565734,-31298.81,-31298.81,2025-01-18,2025-01-18,Reconciled,
TXN0002155,7220986361,-24659.63,-24659.63,2025-05-20,2025-05-20,Reconciled,
TXN0000799,5765424629,-32952.14,-32952.14,2025-06-12,2025-06-12,Reconciled,
TXN0002288,6745756697,-5926.07,-5926.07,2025-05-28,2025-05-28,Reconciled,
TXN0000216,2072571500,-40976.52,-40976.52,2025-06-13,2025-06-13,Reconciled,
TXN0001452,1882506053,-44761.70,-44761.70,2025-02-09,2025-02-11,Reconciled (Timing Difference),"Posted 2 day(s) apart -- in-transit item, not an error."
TXN0004169,4577786529,3526.88,3526.88,2025-02-12,2025-02-12,Reconciled,
TXN0001928,2960478682,-11350.86,-11350.86,2025-02-03,2025-02-03,Reconciled,
TXN0000130,9556847957,14064.15,14064.15,2025-01-18,2025-01-18,Reconciled,
TXN0004982,5731687194,-33870.86,-33870.86,2025-05-09,2025-05-09,Reconciled,
TXN0002317,9093583309,22731.90,22731.90,2025-05-05,2025-05-05,Reconciled,
TXN0005993,4004960012,41039.22,41039.22,2025-01-18,2025-01-18,Reconciled,
TXN0002011,6799344306,28122.80,28122.80,2025-05-25,2025-05-25,Reconciled,
TXN0005457,2035448177,-17108.14,-17108.14,2025-05-23,2025-05-23,Reconciled,
TXN0000373,2185967890,-33560.67,-33560.67,2025-02-22,2025-02-22,Reconciled,
TXN0001473,8021898882,-16687.77,-16687.77,2025-02-16,2025-02-16,Reconciled,
TXN0003205,8728329631,-29005.07,-29005.07,2025-04-18,2025-04-18,Reconciled,
TXN0003982,7141417657,-5280.94,-5280.94,2025-01-05,2025-01-06,Reconciled (Timing Difference),"Posted 1 day(s) apart -- in-transit item, not an error."
TXN0002171,4762637528,28958.56,28958.56,2025-06-07,2025-06-07,Reconciled,
TXN0002568,6914314991,-38618.33,-38618.33,2025-04-30,2025-04-30,Reconciled,
