txn_ref,account_number,post_date,amount,direction,description,branch_code
TXN0004932,8496931907,2025-03-19,-33466.97,Debit,Vendor Payment,0112
TXN0002424,9396896939,2025-03-10,-21664.68,Debit,POS Purchase,0678
TXN0001283,4221232235,2025-02-21,-30570.61,Debit,Outgoing Wire,0678
TXN0004880,3199758186,2025-01-26,33003.69,Credit,Check Deposit,0389
TXN0005252,1642345839,2025-02-02,-39064.44,Debit,Outgoing Wire,0389
TXN0004400,9212087679,2025-06-22,-31012.62,Debit,Account Transfer,0678
TXN0001437,8755239799,2025-04-14,21387.55,Credit,Check Deposit,0501
TXN0002040,3342975282,2025-03-15,-2398.70,Debit,Incoming Wire,0501
TXN0001505,6563800193,2025-03-16,-10936.73,Debit,Incoming Wire,0389
TXN0002936,7996470949,2025-02-23,-42087.57,Debit,ATM Cash Withdrawal,0245
TXN0002889,5718523535,2025-03-31,33469.80,Credit,Payroll Deposit,0501
TXN0000362,8665843329,2025-02-15,18545.66,Credit,Check Deposit,0389
TXN0005433,9673178083,2025-02-02,-18387.19,Debit,Incoming Wire,0245
TXN0004509,9504943025,2025-03-15,-30142.16,Debit,Vendor Payment,0389
TXN0001524,3746376292,2025-03-06,13231.45,Credit,Payroll Deposit,0678
TXN0003324,6590502238,2025-01-14,18499.15,Credit,Check Deposit,0501
TXN0001544,1564157587,2025-02-28,-21754.70,Debit,Incoming Wire,0245
TXN0005842,6505342457,2025-03-23,-8392.39,Debit,Incoming Wire,0678
TXN0003161,5861391157,2025-02-28,32709.74,Credit,Account Transfer,0112
TXN0003105,7259735253,2025-01-10,-34417.94,Debit,Incoming Wire,0678
TXN0000425,2854834388,2025-03-19,-14412.42,Debit,Vendor Payment,0245
TXN0005789,7108954269,2025-04-01,31891.48,Credit,Incoming Wire,0112
TXN0000066,8610390309,2025-05-13,-39119.32,Debit,Outgoing Wire,0245
TXN0005594,8558863185,2025-01-03,5565.71,Credit,Check Deposit,0245
TXN0000527,6865682801,2025-02-28,12237.74,Credit,Account Transfer,0245
TXN0005240,5577334186,2025-03-31,-17317.02,Debit,ATM Cash Withdrawal,0245
TXN0000771,1703397324,2025-03-20,5488.98,Credit,Check Deposit,0501
TXN0002586,2661257310,2025-05-20,-37880.09,Debit,POS Purchase,0389
TXN0005849,4411754150,2025-04-18,-20252.20,Debit,POS Purchase,0245
TXN0005018,8295409859,2025-02-09,-26126.03,Debit,ATM Cash Withdrawal,0245
TXN0001062,5509250320,2025-02-28,-31550.27,Debit,Outgoing Wire,0678
TXN0005994,8862080299,2025-06-06,-463.29,Debit,ATM Cash Withdrawal,0245
TXN0002065,3013759416,2025-04-17,24979.11,Credit,Account Transfer,0501
TXN0005266,8623493652,2025-04-11,-3668.52,Debit,POS Purchase,0245
TXN0002593,7025854620,2025-03-19,-9318.65,Debit,POS Purchase,0245
TXN0002279,4279245848,2025-04-03,-26541.01,Debit,ATM Cash Withdrawal,0501
TXN0001160,9155157025,2025-03-17,-387.03,Debit,Account Transfer,0389
TXN0004075,8647718552,2025-02-04,-35846.89,Debit,ATM Cash Withdrawal,0112
TXN0002579,1408943672,2025-04-12,-31218.44,Debit,ATM Cash Withdrawal,0389
TXN0002482,2042817325,2025-06-02,24224.22,Credit,Payroll Deposit,0389
TXN0005169,1407672109,2025-05-29,-29304.07,Debit,Account Transfer,0112
TXN0001288,4254150965,2025-05-13,-35430.54,Debit,POS Purchase,0678
TXN0000965,7727583342,2025-04-11,-4506.09,Debit,Incoming Wire,0678
TXN0000040,6074716658,2025-03-29,-3198.06,Debit,Incoming Wire,0389
TXN0003577,6483401968,2025-06-17,27103.72,Credit,Account Transfer,0245
TXN0004086,2240890305,2025-06-08,-38730.88,Debit,ATM Cash Withdrawal,0389
TXN0004153,2648134595,2025-01-04,-895.04,Debit,Outgoing Wire,0389
TXN0002542,7468301760,2025-06-06,-9319.19,Debit,Vendor Payment,0389
TXN0002757,6443057355,2025-05-09,-13127.60,Debit,ATM Cash Withdrawal,0245
TXN0003352,8287291586,2025-05-11,18298.93,Credit,Check Deposit,0501
TXN0000021,7035241032,2025-03-02,-37339.34,Debit,Incoming Wire,0245
TXN0004494,9441735035,2025-02-19,-14384.49,Debit,POS Purchase,0678
TXN0001133,9023920851,2025-05-18,-18864.36,Debit,POS Purchase,0678
TXN0002314,3306039830,2025-03-08,-35245.07,Debit,ATM Cash Withdrawal,0245
TXN0003829,7508630265,2025-03-09,-12766.71,Debit,ATM Cash Withdrawal,0112
TXN0004217,4806112094,2025-02-19,-5795.41,Debit,Outgoing Wire,0678
TXN0001723,8716566211,2025-05-18,20306.57,Credit,Payroll Deposit,0501
TXN0004893,6903208751,2025-06-18,-43524.22,Debit,Vendor Payment,0112
TXN0003433,9567963926,2025-03-05,33055.51,Credit,Vendor Payment,0501
TXN0003026,9812823105,2025-03-23,-3444.09,Debit,ATM Cash Withdrawal,0389
TXN0004061,5365342694,2025-02-05,-5207.59,Debit,Outgoing Wire,0389
TXN0000521,6584278212,2025-01-28,-8397.67,Debit,Vendor Payment,0112
TXN0003415,2339478295,2025-06-02,-24634.06,Debit,Account Transfer,0678
TXN0002953,8836281443,2025-04-22,27940.98,Credit,Account Transfer,0389
TXN0003451,9248043058,2025-01-09,21211.86,Credit,Check Deposit,0501
TXN0001691,4589560050,2025-01-31,-4219.66,Debit,Vendor Payment,0112
TXN0004875,6927681642,2025-04-17,5793.14,Credit,Incoming Wire,0112
TXN0005568,4430863157,2025-01-03,-5779.97,Debit,Outgoing Wire,0389
TXN0003718,7936818921,2025-04-07,24201.79,Credit,Check Deposit,0112
TXN0004622,5128192421,2025-06-23,-22213.83,Debit,Outgoing Wire,0245
TXN0000133,2174104726,2025-04-02,39668.88,Credit,ATM Cash Withdrawal,0678
TXN0005116,3066157249,2025-03-04,-17624.08,Debit,ATM Cash Withdrawal,0389
TXN0003536,6901969329,2025-01-02,-8343.75,Debit,Outgoing Wire,0501
TXN0005065,6978507608,2025-04-18,-33232.09,Debit,Vendor Payment,0389
TXN0001329,1651380363,2025-02-06,-34225.75,Debit,POS Purchase,0389
TXN0005681,6714529599,2025-05-03,3606.15,Credit,Payroll Deposit,0501
TXN0003343,7535814289,2025-06-23,-30111.26,Debit,Outgoing Wire,0678
TXN0000094,3283551461,2025-06-21,-19614.71,Debit,Outgoing Wire,0501
TXN0001915,4945405406,2025-02-21,-26007.31,Debit,POS Purchase,0112
TXN0002577,1062842983,2025-05-31,3078.14,Credit,Incoming Wire,0389
TXN0005386,7254341807,2025-03-13,6494.95,Credit,Check Deposit,0389
TXN0005571,9647705438,2025-06-02,12384.40,Credit,Payroll Deposit,0389
TXN0000633,4373719257,2025-05-31,-8504.69,Debit,Incoming Wire,0501
TXN0004054,1443363821,2025-01-04,-44068.13,Debit,POS Purchase,0501
TXN0002401,4413979728,2025-05-29,-1664.86,Debit,Outgoing Wire,0245
TXN0000501,3547834877,2025-03-29,-9264.05,Debit,Incoming Wire,0678
TXN0000725,6895732590,2025-04-02,6161.28,Credit,Account Transfer,0501
TXN0002679,9324651570,2025-02-02,539.66,Credit,Check Deposit,0389
TXN0004753,7482421891,2025-06-06,-9339.29,Debit,Account Transfer,0389
TXN0003367,3373573523,2025-01-20,37505.31,Credit,Check Deposit,0389
TXN0004486,5422844462,2025-05-16,-40919.37,Debit,POS Purchase,0501
TXN0002983,3725612998,2025-02-18,-39199.90,Debit,Incoming Wire,0678
TXN0000463,4145448588,2025-01-28,-33129.36,Debit,Outgoing Wire,0389
TXN0003014,6366855956,2025-03-12,25618.19,Credit,Payroll Deposit,0112
TXN0004823,5362257250,2025-01-31,-6101.50,Debit,Outgoing Wire,0112
TXN0000438,5616851079,2025-05-11,27490.13,Credit,Payroll Deposit,0389
TXN0002944,9626385533,2025-03-25,21420.30,Credit,Payroll Deposit,0678
TXN0001522,4447116598,2025-03-23,-2795.90,Debit,Vendor Payment,0389
TXN0001101,3011603976,2025-04-22,-17661.71,Debit,Outgoing Wire,0245
TXN0005885,2305504087,2025-05-17,-44516.32,Debit,ATM Cash Withdrawal,0501
TXN0004966,6358222952,2025-02-06,-31578.42,Debit,Vendor Payment,0501
TXN0003919,4050178638,2025-06-02,13105.61,Credit,Payroll Deposit,0501
TXN0001295,2720430422,2025-02-02,37514.30,Credit,Check Deposit,0678
TXN0002250,1019733137,2025-03-23,20588.69,Credit,Check Deposit,0678
TXN0004093,2367345957,2025-04-02,-17623.93,Debit,Vendor Payment,0245
TXN0002630,2907949110,2025-05-04,29239.60,Credit,Payroll Deposit,0389
TXN0000239,3761101149,2025-03-06,-15395.79,Debit,ATM Cash Withdrawal,0112
TXN0000808,2991982566,2025-01-06,-28945.87,Debit,Outgoing Wire,0245
TXN0000045,9287033584,2025-03-04,655.21,Credit,Check Deposit,0678
TXN0004586,7602183913,2025-03-29,12003.03,Credit,Check Deposit,0112
TXN0003948,3310250634,2025-04-13,29273.41,Credit,Check Deposit,0389
TXN0005391,4917786356,2025-03-30,5108.27,Credit,Payroll Deposit,0678
TXN0002052,2017434840,2025-04-28,34561.92,Credit,Check Deposit,0501
TXN0003781,5373584186,2025-04-25,-11534.00,Debit,POS Purchase,0389
TXN0002911,6950149144,2025-04-26,-8486.38,Debit,POS Purchase,0501
TXN0005919,3918216033,2025-04-20,-43694.40,Debit,Vendor Payment,0678
TXN0000833,6019382137,2025-02-17,13167.77,Credit,Account Transfer,0501
TXN0000629,7380897422,2025-05-27,-15706.77,Debit,Incoming Wire,0389
TXN0004056,5735365429,2025-05-08,-44125.68,Debit,Vendor Payment,0389
TXN0000804,1105498714,2025-01-25,-28913.54,Debit,Incoming Wire,0389
TXN0001012,3481112314,2025-04-03,37740.91,Credit,Payroll Deposit,0112
TXN0004360,1489101335,2025-04-13,-44734.14,Debit,POS Purchase,0245
TXN0002683,7618550437,2025-01-13,4696.34,Credit,Payroll Deposit,0501
TXN0004555,9914455894,2025-01-15,-28806.16,Debit,Vendor Payment,0112
TXN0001689,4145980119,2025-05-21,-22274.71,Debit,Incoming Wire,0678
TXN0002249,6694727831,2025-02-26,2016.25,Credit,Payroll Deposit,0112
TXN0000872,3516522100,2025-02-03,-39241.58,Debit,ATM Cash Withdrawal,0678
TXN0005558,7787726926,2025-03-14,31520.65,Credit,Payroll Deposit,0678
TXN0000741,6260764046,2025-05-06,-42699.95,Debit,ATM Cash Withdrawal,0678
TXN0003617,1303433475,2025-01-04,-24464.97,Debit,POS Purchase,0678
TXN0000996,5409721767,2025-02-23,-44532.03,Debit,Vendor Payment,0389
TXN0000526,1272732666,2025-04-16,3207.00,Credit,Vendor Payment,0678
TXN0000701,4930938878,2025-03-06,-32319.75,Debit,Outgoing Wire,0112
TXN0001227,2922896539,2025-05-07,20474.84,Credit,Account Transfer,0389
TXN0005372,5293329415,2025-05-17,4643.26,Credit,Account Transfer,0245
TXN0002929,4467784468,2025-02-05,29734.60,Credit,Check Deposit,0501
TXN0002794,8467770607,2025-03-31,-34606.39,Debit,Vendor Payment,0389
TXN0004670,5902443926,2025-02-27,7168.69,Credit,Incoming Wire,0112
TXN0001656,2492826269,2025-05-22,-14318.81,Debit,Outgoing Wire,0112
TXN0002130,9599562872,2025-03-11,-8539.52,Debit,Outgoing Wire,0112
TXN0003434,4740365522,2025-04-27,38002.21,Credit,Check Deposit,0501
TXN0005625,5376916750,2025-01-17,-2605.66,Debit,Vendor Payment,0389
TXN0005487,6644275699,2025-01-04,-22350.56,Debit,ATM Cash Withdrawal,0245
TXN0003535,4200000895,2025-02-14,-23414.04,Debit,POS Purchase,0245
TXN0001398,3327372890,2025-04-03,-12467.02,Debit,Account Transfer,0112
TXN0005907,8533719417,2025-04-09,30638.88,Credit,ATM Cash Withdrawal,0678
TXN0000316,5016842765,2025-04-08,-14590.18,Debit,Incoming Wire,0678
TXN0005509,5519004546,2025-05-04,-756.88,Debit,Vendor Payment,0678
TXN0005960,1793156494,2025-06-11,41497.59,Credit,Account Transfer,0678
TXN0003389,8267439918,2025-04-05,-25194.16,Debit,POS Purchase,0678
TXN0002257,6523689201,2025-06-10,-15388.79,Debit,Outgoing Wire,0501
TXN0003615,9656722235,2025-03-01,-3151.58,Debit,Outgoing Wire,0389
TXN0004370,8110890593,2025-01-17,-33921.91,Debit,Outgoing Wire,0112
TXN0002857,6683596976,2025-03-18,36408.34,Credit,Payroll Deposit,0112
TXN0001609,7059565734,2025-01-18,-31298.81,Debit,Vendor Payment,0112
TXN0002155,7220986361,2025-05-20,-24659.63,Debit,ATM Cash Withdrawal,0501
TXN0000799,5765424629,2025-06-12,-32952.14,Debit,Incoming Wire,0112
TXN0002288,6745756697,2025-05-28,-5926.07,Debit,Vendor Payment,0389
TXN0000216,2072571500,2025-06-13,-40976.52,Debit,Outgoing Wire,0112
TXN0001452,1882506053,2025-02-09,-44761.70,Debit,Outgoing Wire,0245
TXN0004169,4577786529,2025-02-12,3526.88,Credit,Account Transfer,0678
TXN0001928,2960478682,2025-02-03,-11350.86,Debit,Outgoing Wire,0112
TXN0000130,9556847957,2025-01-18,14064.15,Credit,Account Transfer,0389
TXN0004982,5731687194,2025-05-09,-33870.86,Debit,Vendor Payment,0112
TXN0002317,9093583309,2025-05-05,22731.90,Credit,Payroll Deposit,0112
TXN0005993,4004960012,2025-01-18,41039.22,Credit,Payroll Deposit,0245
TXN0002011,6799344306,2025-05-25,28122.80,Credit,Check Deposit,0389
TXN0005457,2035448177,2025-05-23,-17108.14,Debit,Outgoing Wire,0678
TXN0000373,2185967890,2025-02-22,-33560.67,Debit,ATM Cash Withdrawal,0678
TXN0001473,8021898882,2025-02-16,-16687.77,Debit,Vendor Payment,0245
TXN0003205,8728329631,2025-04-18,-29005.07,Debit,ATM Cash Withdrawal,0389
TXN0003982,7141417657,2025-01-05,-5280.94,Debit,Outgoing Wire,0678
TXN0002171,4762637528,2025-06-07,28958.56,Credit,Payroll Deposit,0501
TXN0002568,6914314991,2025-04-30,-38618.33,Debit,Outgoing Wire,0245
TXN0001627,2405311499,2025-04-17,28705.80,Credit,Payroll Deposit,0389
TXN0000213,5081700854,2025-05-07,23785.33,Credit,Check Deposit,0389
TXN0001997,6137737705,2025-05-31,-14223.04,Debit,POS Purchase,0245
TXN0000878,2459654420,2025-05-04,-11228.08,Debit,Outgoing Wire,0245
TXN0005331,2594842695,2025-06-11,31605.79,Credit,Check Deposit,0389
TXN0004162,4181480973,2025-06-29,43387.13,Credit,Check Deposit,0501
TXN0005172,4018995294,2025-06-10,15067.45,Credit,Payroll Deposit,0501
TXN0004460,5307788869,2025-06-06,-29384.91,Debit,ATM Cash Withdrawal,0245
TXN0004229,9812052039,2025-01-19,-19373.67,Debit,POS Purchase,0389
TXN0000756,8345782900,2025-02-22,13584.63,Credit,Payroll Deposit,0678
TXN0003384,1186730363,2025-04-27,3287.04,Credit,Payroll Deposit,0389
TXN0003584,1120040605,2025-01-06,-11824.87,Debit,POS Purchase,0678
TXN0003670,4653674408,2025-05-09,38762.40,Credit,Payroll Deposit,0389
TXN0005030,4130655321,2025-02-22,-39568.99,Debit,Outgoing Wire,0112
TXN0001652,5161647665,2025-03-17,-14419.54,Debit,POS Purchase,0678
TXN0001619,8418798847,2025-04-30,-31323.06,Debit,Vendor Payment,0245
TXN0001694,8815480150,2025-04-03,-29881.23,Debit,Incoming Wire,0112
TXN0004639,5343294927,2025-04-06,-15233.35,Debit,ATM Cash Withdrawal,0678
TXN0003808,7690847757,2025-06-01,13200.82,Credit,Account Transfer,0678
TXN0003729,3174218605,2025-02-04,-24562.61,Debit,Outgoing Wire,0678
TXN0001312,2970209105,2025-03-07,9172.84,Credit,Check Deposit,0501
TXN0004463,6582301748,2025-03-10,-21066.26,Debit,Vendor Payment,0245
TXN0003695,7185493129,2025-03-12,44324.75,Credit,Check Deposit,0389
TXN0004141,8235293830,2025-06-29,38553.73,Credit,Payroll Deposit,0112
TXN0004510,6296216987,2025-05-06,-884.42,Debit,POS Purchase,0389
TXN0003344,6391286991,2025-04-10,-16697.32,Debit,POS Purchase,0245
TXN0003604,9741665003,2025-02-01,-25786.23,Debit,Outgoing Wire,0245
TXN0004105,2210668935,2025-03-07,-22401.12,Debit,Account Transfer,0245
TXN0000592,8539844976,2025-06-02,-8484.10,Debit,Outgoing Wire,0245
TXN0001702,4975862395,2025-05-22,-4906.35,Debit,Incoming Wire,0245
TXN0004954,5387525551,2025-05-02,-42844.23,Debit,Vendor Payment,0389
TXN0005548,8223338838,2025-03-25,-38789.43,Debit,Vendor Payment,0501
TXN0005574,8010262894,2025-04-09,-27016.16,Debit,Incoming Wire,0245
TXN0000324,1660360418,2025-03-16,-23279.37,Debit,Outgoing Wire,0112
TXN0004922,2422641848,2025-03-13,-32941.09,Debit,POS Purchase,0678
TXN0001018,9955224036,2025-06-19,-4621.27,Debit,Incoming Wire,0389
TXN0001631,2753995183,2025-02-08,21153.62,Credit,Payroll Deposit,0678
TXN0001710,7493817905,2025-01-20,-39879.42,Debit,ATM Cash Withdrawal,0389
TXN0002312,2582401272,2025-03-20,-27696.33,Debit,Vendor Payment,0501
TXN0001488,6367296396,2025-04-17,-1045.99,Debit,Vendor Payment,0389
TXN0000889,9283245214,2025-06-24,-10391.64,Debit,POS Purchase,0678
TXN0001470,6473815383,2025-04-21,35583.05,Credit,Check Deposit,0245
TXN0005887,7342618151,2025-01-06,16867.81,Credit,Account Transfer,0389
TXN0001503,4733405404,2025-03-08,-34029.45,Debit,Outgoing Wire,0112
TXN0004203,2176273092,2025-06-25,15456.53,Credit,Check Deposit,0245
TXN0000456,4560822438,2025-02-25,-27080.98,Debit,Outgoing Wire,0678
TXN0000995,2742360047,2025-03-15,-19291.78,Debit,POS Purchase,0678
TXN0002134,8954112207,2025-04-24,-34115.47,Debit,Incoming Wire,0245
TXN0001921,7644071288,2025-06-15,-16401.50,Debit,POS Purchase,0112
TXN0002582,9770892506,2025-04-08,-6513.10,Debit,ATM Cash Withdrawal,0501
TXN0001777,2981029371,2025-04-08,-29006.09,Debit,ATM Cash Withdrawal,0501
TXN0004584,6533354960,2025-04-27,-5578.92,Debit,POS Purchase,0389
TXN0001587,7592416887,2025-01-08,-39644.58,Debit,Outgoing Wire,0678
TXN0004053,6715684985,2025-06-11,-21358.37,Debit,Account Transfer,0112
TXN0002398,4868906328,2025-06-01,29957.74,Credit,ATM Cash Withdrawal,0112
TXN0002147,3229730546,2025-06-29,43266.63,Credit,Check Deposit,0501
TXN0002846,7831590895,2025-01-18,32922.55,Credit,Check Deposit,0678
TXN0001714,8530025960,2025-04-01,-40117.09,Debit,Vendor Payment,0245
TXN0001922,3680214318,2025-05-20,-29169.58,Debit,Incoming Wire,0389
TXN0002318,5138473587,2025-05-01,-36455.81,Debit,Outgoing Wire,0245
TXN0002818,8673085335,2025-04-25,-32034.81,Debit,ATM Cash Withdrawal,0245
TXN0000317,1119098079,2025-05-21,-6136.58,Debit,POS Purchase,0389
TXN0002189,6152347998,2025-02-11,-39802.86,Debit,Incoming Wire,0678
TXN0001607,6202073653,2025-06-08,-18574.29,Debit,Outgoing Wire,0501
TXN0002157,1421156669,2025-06-09,-16027.38,Debit,Vendor Payment,0501
TXN0004904,5326087716,2025-05-15,29563.69,Credit,Vendor Payment,0678
TXN0003627,9967724114,2025-01-29,-39434.47,Debit,ATM Cash Withdrawal,0501
TXN0001280,8014389879,2025-01-02,-24310.72,Debit,POS Purchase,0112
TXN0002607,8653334634,2025-06-03,-18423.84,Debit,Outgoing Wire,0389
TXN0003296,1468918356,2025-04-24,-171.12,Debit,Vendor Payment,0501
TXN0000659,2270864938,2025-02-27,-23814.97,Debit,Outgoing Wire,0678
TXN0005251,9609504143,2025-03-08,-32062.02,Debit,POS Purchase,0389
TXN0002609,5735391808,2025-06-20,-18019.83,Debit,POS Purchase,0245
TXN0004626,1197916094,2025-03-29,20099.85,Credit,Payroll Deposit,0389
TXN0003222,4075263886,2025-06-20,-10122.17,Debit,Vendor Payment,0245
TXN0002253,4169062075,2025-01-14,38577.29,Credit,Payroll Deposit,0389
TXN0000162,5896355641,2025-04-24,36057.37,Credit,Account Transfer,0389
TXN0003966,4061499961,2025-06-09,35922.75,Credit,Account Transfer,0389
TXN0001980,3841089625,2025-06-11,-20416.68,Debit,Vendor Payment,0389
TXN0003678,2985970750,2025-04-06,-6543.26,Debit,ATM Cash Withdrawal,0678
TXN0001028,8872967650,2025-05-25,-8406.72,Debit,Incoming Wire,0501
TXN0001600,7381111965,2025-06-29,-369.09,Debit,POS Purchase,0112
TXN0003150,3950981854,2025-05-16,-36163.94,Debit,Vendor Payment,0245
TXN0004317,1930813765,2025-05-08,-13552.92,Debit,Vendor Payment,0678
TXN0001977,3105989133,2025-02-14,-16180.55,Debit,POS Purchase,0501
TXN0001331,4143392113,2025-06-27,38536.68,Credit,Account Transfer,0678
TXN0000673,2609634727,2025-01-17,-5428.14,Debit,ATM Cash Withdrawal,0389
TXN0000069,6629614125,2025-06-20,-44877.14,Debit,Vendor Payment,0112
TXN0004752,8573319933,2025-06-03,-4591.93,Debit,Account Transfer,0245
TXN0002651,7371392746,2025-05-15,-38983.43,Debit,ATM Cash Withdrawal,0501
TXN0004723,8043618848,2025-06-10,-7012.35,Debit,Outgoing Wire,0389
TXN0002917,1752046382,2025-05-30,-44123.81,Debit,POS Purchase,0501
TXN0005751,6301077084,2025-03-26,-15695.10,Debit,Vendor Payment,0245
TXN0000548,3391644997,2025-04-09,7553.44,Credit,Check Deposit,0678
TXN0003586,9210666959,2025-05-15,-43204.99,Debit,POS Purchase,0112
TXN0005176,9759055725,2025-05-21,41907.83,Credit,Check Deposit,0112
TXN0003900,1237081050,2025-05-16,-28418.27,Debit,ATM Cash Withdrawal,0678
TXN0000657,1898845699,2025-05-07,-11383.74,Debit,ATM Cash Withdrawal,0245
TXN0005459,4766333574,2025-06-22,35456.04,Credit,Account Transfer,0501
TXN0005643,4297696286,2025-05-25,20757.80,Credit,Payroll Deposit,0501
TXN0004269,2789615147,2025-02-26,-34331.64,Debit,Incoming Wire,0501
TXN0003780,4284487746,2025-05-21,-7815.74,Debit,Incoming Wire,0678
TXN0001051,6073672078,2025-02-13,-37414.18,Debit,Vendor Payment,0678
TXN0005590,2261879708,2025-05-06,7087.52,Credit,Check Deposit,0112
TXN0005843,1587433630,2025-01-17,-6784.65,Debit,Outgoing Wire,0112
TXN0001391,1256534145,2025-01-22,-19837.78,Debit,ATM Cash Withdrawal,0501
TXN0001456,5186402215,2025-05-23,-12203.78,Debit,Vendor Payment,0389
TXN0002835,4382231169,2025-04-03,32834.85,Credit,Payroll Deposit,0389
TXN0005980,9689941759,2025-05-24,-34061.41,Debit,Incoming Wire,0112
TXN0001258,8104464403,2025-05-25,-10464.64,Debit,Outgoing Wire,0501
TXN0005736,5330515406,2025-03-02,-10483.65,Debit,Vendor Payment,0112
TXN0003101,6294595452,2025-06-05,5027.34,Credit,Account Transfer,0112
TXN0001758,8111382052,2025-03-06,-44610.47,Debit,Incoming Wire,0389
TXN0005797,8032352404,2025-05-24,-15634.18,Debit,Outgoing Wire,0678
TXN0001935,3850736355,2025-02-12,-40429.16,Debit,Vendor Payment,0389
TXN0002341,9806536934,2025-01-12,1665.29,Credit,Check Deposit,0678
TXN0001401,1771194937,2025-05-07,-30526.10,Debit,ATM Cash Withdrawal,0678
TXN0002848,7200789872,2025-02-26,-2225.96,Debit,Vendor Payment,0245
TXN0001301,5705135044,2025-01-22,-43746.72,Debit,Vendor Payment,0678
TXN0001547,4751763012,2025-02-13,-15976.52,Debit,Vendor Payment,0389
TXN0002555,5435384196,2025-06-05,15703.59,Credit,Check Deposit,0245
