RefNumber,AcctNumber,StatementDate,Amount,TxnType,Memo
TXN0003585,991-492-9260,12-Feb-2025,"$35,684.19",Internal Transfer,Account Transfer
TXN0005080,102-388-3218,29-May-2025,"($30,824.02)",Wire Transfer,Incoming Wire
TXN0000905, 254-101-5399 ,01/10/2025,"$2,024.91",ACH Credit,Payroll Deposit
TXN0001439,503-604-1500,05/28/2025,"($22,110.24)",Wire Transfer,Incoming Wire
txn0004973,153-538-7055,06/28/2025,"$9,092.04",ACH Credit,PAYROLL DEPOSIT
TXN0005172,401-899-5294,06/10/2025,"$15,067.45",ACH Credit,Payroll Deposit
 TXN0003788,239-158-0815,05/18/2025,"($6,311.03)",ATM Withdrawal,ATM CASH WITHDRAWAL
TXN0001733,353-298-1418,01/12/2025,"$26,842.72",ACH Credit,Payroll Deposit
 TXN0004494,944-173-5035,19-Feb-2025,"($14,384.49)",Debit Card,POS Purchase
TXN0002042,641-720-8248,02-Feb-2025,"$34,089.34",ACH Credit,PAYROLL DEPOSIT
TXN0004376,360-595-3817,19-Jun-2025,"($12,103.48)",Wire Transfer,Incoming Wire
 TXN0004115,513-531-3418,06/23/2025,"$7,650.13",ACH Credit,Payroll Deposit
TXN0002574,172-624-6020,06/03/2025,"($16,026.32)",Wire Transfer,Incoming Wire
TXN0001131,466-337-7774,06/13/2025,"$36,544.71",ACH Credit,Payroll Deposit
TXN0004462,130-880-1419,11-Apr-2025,"$40,717.96",ACH Credit,Payroll Deposit
TXN0001903,120-500-2651,03/13/2025,"($32,338.49)",ATM Withdrawal,ATM Cash Withdrawal
TXN0004337,817-097-0552,10-Jun-2025,"($26,976.36)",ACH Debit,Vendor Payment
TXN0003307,241-685-5960,05/26/2025,"($29,664.16)",Wire Transfer,INCOMING WIRE
 FEE00027,816-931-6490,03/07/2025,($19.90),Service Charge,Monthly Maintenance Fee
TXN0003766,253-628-4807,06/23/2025,"($6,702.58)",Wire Transfer,Outgoing Wire
TXN0002453,623-965-3821,05/14/2025,"$3,443.96",Check Deposit,Check Deposit
TXN0001219,100-441-3702,03/22/2025,"($31,891.08)",Debit Card,POS Purchase
txn0000929,369-343-6596,01/01/2025,"($9,525.03)",ACH Debit,Vendor Payment
 txn0002740,459-609-9484,04/25/2025,"$19,457.44",ATM Withdrawal,ATM CASH WITHDRAWAL
TXN0002479,404-904-4358,06/05/2025,"$38,976.03",Check Deposit,Check Deposit
TXN0003806,905-381-2908,05/29/2025,"($23,719.20)",Debit Card,POS Purchase
TXN0002661,200-042-8152,17-Jan-2025,"($4,543.82)",Wire Transfer,Incoming Wire
txn0000078,413-438-8896,09-Mar-2025,"($25,379.04)",Wire Transfer,INCOMING WIRE
TXN0003264,801-070-9149,05/18/2025,"($3,606.17)",Wire Transfer,Outgoing Wire
TXN0000222,654-980-9089,03/21/2025,$754.96,Check Deposit,Check Deposit
TXN0002975,959-244-1365,20-Feb-2025,"$4,736.16",ACH Credit,Payroll Deposit
TXN0004513,730-235-4883,04/18/2025,"$2,339.22",Check Deposit,CHECK DEPOSIT
TXN0000227,983-015-0556,03/04/2025,"($33,512.61)",Wire Transfer,Outgoing Wire
TXN0005477,271-973-8801,04/06/2025,"($22,007.61)",ATM Withdrawal,ATM Cash Withdrawal
TXN0002035,759-426-3357,25-Apr-2025,"($9,803.00)",Debit Card,POS Purchase
TXN0000220,350-469-6123,06-May-2025,"($26,717.83)",ACH Debit,Vendor Payment
TXN0000637,817-856-5894,14-Jan-2025,"($42,228.18)",Wire Transfer,Incoming Wire
TXN0001582,909-996-8683,24-Jan-2025,"$32,504.98",Internal Transfer,ACCOUNT TRANSFER
TXN0005124,372-728-6172,15-Mar-2025,"($25,213.97)",Wire Transfer,Incoming Wire
 TXN0004046, 487-429-0017 ,05/05/2025,"($6,781.85)",ACH Debit,VENDOR PAYMENT
TXN0000724, 441-428-8768 ,28-Jan-2025,($547.24),Internal Transfer,Account Transfer
TXN0001605,268-054-2483,13-Jun-2025,"($9,019.50)",Debit Card,POS PURCHASE
TXN0004318,120-791-1445,05/21/2025,"($16,679.46)",ACH Debit,VENDOR PAYMENT
TXN0003636,738-731-9762,04-Feb-2025,"($13,310.69)",Wire Transfer,Incoming Wire
TXN0002073,481-600-4823,06/20/2025,"($40,279.43)",Debit Card,POS Purchase
TXN0005225,388-553-2298,17-Mar-2025,"($17,330.39)",ACH Debit,Vendor Payment
TXN0002631,724-194-5193,05/06/2025,"$27,953.98",ACH Credit,PAYROLL DEPOSIT
txn0000793,117-972-0360,07-Jan-2025,"$25,079.34",Internal Transfer,ACCOUNT TRANSFER
TXN0002218,107-460-6573,12-Apr-2025,"($21,168.55)",Debit Card,POS Purchase
TXN0004221, 956-271-8246 ,04/18/2025,"($26,824.30)",Wire Transfer,Outgoing Wire
fee00008,664-064-0204,02/16/2025,($19.97),Service Charge,Monthly Maintenance Fee
FEE00033,767-849-0533,01/03/2025,$6.51,Interest Payment,Interest Credit
TXN0004226,667-496-0148,04-Mar-2025,"$13,524.81",ACH Credit,Payroll Deposit
TXN0004526,765-431-3197,06/08/2025,"($28,591.98)",Debit Card,POS Purchase
TXN0002701, 294-580-5452 ,12-Apr-2025,"($23,475.70)",ATM Withdrawal,ATM CASH WITHDRAWAL
TXN0000635,190-008-0915,02/03/2025,"($16,972.57)",Internal Transfer,ACCOUNT TRANSFER
TXN0000555,517-082-9519,01/03/2025,"($8,876.51)",Internal Transfer,Account Transfer
TXN0004633,134-319-9049,05/18/2025,"$13,833.26",ACH Credit,PAYROLL DEPOSIT
TXN0001525,148-543-8439,08-Jan-2025,"($18,045.68)",Wire Transfer,Incoming Wire
TXN0000826,859-691-3424,05/29/2025,"$26,731.03",Check Deposit,CHECK DEPOSIT
 TXN0004667,971-594-0775,23-Feb-2025,"$32,688.13",Internal Transfer,ACCOUNT TRANSFER
TXN0003250,494-792-9430,04/10/2025,"($28,955.14)",Wire Transfer,Outgoing Wire
TXN0000921,707-208-8816,01/23/2025,"($33,972.73)",ATM Withdrawal,ATM Cash Withdrawal
 TXN0004448,676-269-8691,22-May-2025,"($13,986.50)",ACH Debit,Vendor Payment
TXN0003698,883-068-9019,04/27/2025,($281.42),Wire Transfer,Outgoing Wire
TXN0000572,220-702-1957,04/29/2025,"($4,122.83)",Wire Transfer,Incoming Wire
TXN0004703,949-045-0656,06/08/2025,"$35,047.34",ACH Credit,Payroll Deposit
TXN0003445,827-835-8576,01/01/2025,"($2,037.63)",Wire Transfer,OUTGOING WIRE
FEE00093,741-024-6115,13-Jun-2025,($67.60),Service Charge,Overdraft Fee
 TXN0002645,474-649-5400,21-Jun-2025,"($23,108.86)",Wire Transfer,Outgoing Wire
TXN0002397,894-382-4671,06/03/2025,"$3,950.46",ACH Credit,PAYROLL DEPOSIT
TXN0001157,861-411-4066,26-Apr-2025,"($3,584.02)",Wire Transfer,Outgoing Wire
TXN0004715,285-575-1378,28-Jun-2025,"($34,763.15)",Wire Transfer,Outgoing Wire
 TXN0002958,483-501-8428,06/09/2025,"($5,364.09)",ACH Debit,Vendor Payment
TXN0002306,584-468-0285,04/21/2025,"($2,499.49)",Wire Transfer,Outgoing Wire
TXN0002820,574-373-2625,06/21/2025,$863.54,Check Deposit,Check Deposit
TXN0005133,221-634-0670,17-Feb-2025,"($6,046.12)",Wire Transfer,Incoming Wire
TXN0000595,598-276-9533,25-Apr-2025,"($26,254.70)",Wire Transfer,INCOMING WIRE
TXN0001825,776-734-7599,28-Feb-2025,"($32,278.58)",ATM Withdrawal,ATM CASH WITHDRAWAL
TXN0005785,164-706-3878,14-Jun-2025,"$11,625.56",Internal Transfer,Account Transfer
TXN0000457, 849-482-2473 ,03/19/2025,"($22,905.61)",Debit Card,POS Purchase
TXN0005297, 545-342-1689 ,05/20/2025,"($44,737.52)",ATM Withdrawal,ATM Cash Withdrawal
txn0001880,792-827-4352,04-Jan-2025,"($38,154.14)",ACH Debit,VENDOR PAYMENT
TXN0004575,693-921-2033,03/26/2025,"$24,590.16",ACH Credit,PAYROLL DEPOSIT
txn0002411, 989-544-7872 ,02-Apr-2025,"$38,961.46",Internal Transfer,ACCOUNT TRANSFER
TXN0004800,557-457-9694,01/31/2025,"($11,798.69)",ATM Withdrawal,ATM Cash Withdrawal
TXN0000030,675-388-5253,04/18/2025,"$4,909.90",Internal Transfer,ACCOUNT TRANSFER
txn0004071,251-858-8462,27-Jan-2025,"$41,316.69",ACH Credit,PAYROLL DEPOSIT
TXN0004083,440-561-8757,01/07/2025,"$17,694.15",ACH Credit,Payroll Deposit
TXN0002174, 490-657-8638 ,03/30/2025,"$44,246.14",Debit Card,POS Purchase
TXN0004735,924-661-5289,12-Jan-2025,"($20,122.83)",Debit Card,POS PURCHASE
txn0005987,116-295-1492,01/19/2025,"($40,080.84)",ATM Withdrawal,ATM Cash Withdrawal
TXN0005670,741-993-1635,02-Jan-2025,"$12,247.49",ACH Credit,Payroll Deposit
TXN0003138,543-667-5441,09-Feb-2025,"$27,037.43",Check Deposit,Check Deposit
txn0005587,137-012-5496,16-Jun-2025,"$38,588.40",Check Deposit,Check Deposit
txn0001393,105-232-4525,05/20/2025,"($41,075.80)",Wire Transfer,Incoming Wire
 TXN0004137,913-446-3463,04/07/2025,"($29,699.96)",Wire Transfer,Outgoing Wire
TXN0002972,678-419-0075,16-Feb-2025,"$18,987.07",Check Deposit,Check Deposit
TXN0001515,538-187-0932,03/24/2025,"($32,780.83)",Debit Card,POS Purchase
TXN0000846, 321-857-6931 ,02/23/2025,($310.55),Wire Transfer,INCOMING WIRE
TXN0004931,475-818-6292,02/24/2025,"($30,592.57)",Debit Card,POS Purchase
TXN0002686,975-915-4673,06/26/2025,"$17,602.96",ACH Credit,PAYROLL DEPOSIT
TXN0004506,392-995-8735,01/02/2025,"($33,604.93)",Wire Transfer,INCOMING WIRE
TXN0002639,951-580-6205,05/05/2025,"($14,771.43)",Internal Transfer,ACCOUNT TRANSFER
 TXN0001347,910-705-1468,06/20/2025,"($28,014.08)",Wire Transfer,Outgoing Wire
TXN0002304, 978-678-4957 ,04/19/2025,"($19,983.75)",Wire Transfer,INCOMING WIRE
txn0000264,883-922-5191,11-Feb-2025,"($33,553.65)",ACH Debit,Vendor Payment
TXN0003163,930-325-2586,01/29/2025,"($29,803.86)",ACH Debit,VENDOR PAYMENT
txn0004339,907-577-1511,03-Feb-2025,"$30,419.10",Check Deposit,Check Deposit
 txn0001006,763-920-5953,05-May-2025,"($26,928.94)",Debit Card,POS PURCHASE
TXN0001978,120-916-7825,06/05/2025,"($36,571.35)",ACH Debit,Vendor Payment
txn0004916,731-658-0191,22-May-2025,"$15,612.88",Check Deposit,Check Deposit
TXN0000822,380-356-2022,01/18/2025,"($5,072.76)",Wire Transfer,Outgoing Wire
TXN0001155,137-325-5978,02/22/2025,"$38,630.14",Check Deposit,Check Deposit
TXN0001862,608-988-4957,06/26/2025,"($13,793.60)",Wire Transfer,Outgoing Wire
txn0000208,292-578-5443,04/22/2025,"($9,231.69)",Debit Card,POS Purchase
TXN0000563,207-767-4123,01/30/2025,$728.88,Check Deposit,CHECK DEPOSIT
TXN0004102,317-932-3098,06-Jan-2025,"$12,948.40",ACH Credit,Payroll Deposit
TXN0005948,267-548-9547,26-Apr-2025,"$35,586.12",Internal Transfer,ACCOUNT TRANSFER
TXN0003553,684-869-1758,03-Mar-2025,"($39,593.91)",Debit Card,POS Purchase
TXN0004784,340-443-7248,03/18/2025,"($15,874.38)",Internal Transfer,Account Transfer
TXN0004643,340-220-4743,25-Jun-2025,"($18,874.08)",Internal Transfer,Account Transfer
 TXN0001285,127-717-4456,04/22/2025,"($33,878.98)",Wire Transfer,Outgoing Wire
TXN0002459, 953-142-5799 ,04/05/2025,"$32,909.19",Wire Transfer,Outgoing Wire
txn0004894,471-245-1596,25-Jan-2025,"($22,043.33)",Wire Transfer,Incoming Wire
txn0003807,416-791-4820,06/19/2025,"($14,887.66)",ATM Withdrawal,ATM Cash Withdrawal
 TXN0002164,740-247-4299,02/03/2025,"$24,419.04",ATM Withdrawal,ATM Cash Withdrawal
TXN0001693,402-041-6934,06/24/2025,"($9,949.67)",ATM Withdrawal,ATM Cash Withdrawal
TXN0001435,271-346-6332,06/10/2025,"($27,424.64)",Wire Transfer,Outgoing Wire
TXN0002957,712-837-6192,29-May-2025,"($24,243.62)",ACH Debit,Vendor Payment
txn0000985,908-467-9996,13-Mar-2025,"($6,640.82)",Wire Transfer,Incoming Wire
TXN0004057,336-977-6401,04/02/2025,"$19,335.86",ACH Credit,Payroll Deposit
TXN0003833,283-890-7907,11-Apr-2025,"($26,421.69)",ACH Debit,VENDOR PAYMENT
txn0003061,445-869-0408,22-May-2025,"($24,222.22)",Wire Transfer,INCOMING WIRE
TXN0002761,113-161-2648,02/05/2025,"($10,210.62)",ACH Debit,Vendor Payment
TXN0000646,994-877-5432,04/29/2025,"($36,578.17)",ACH Debit,VENDOR PAYMENT
TXN0001343,438-050-8599,24-Jan-2025,"($35,925.19)",Internal Transfer,Account Transfer
TXN0003511,652-018-4498,01/14/2025,"($3,390.99)",Wire Transfer,OUTGOING WIRE
TXN0005994,886-208-0299,06/06/2025,($463.29),ATM Withdrawal,ATM Cash Withdrawal
TXN0005997,863-279-3782,10-Mar-2025,"$24,827.51",ACH Credit,Payroll Deposit
TXN0004787,209-358-7451,26-Mar-2025,"($38,279.95)",ATM Withdrawal,ATM CASH WITHDRAWAL
TXN0001392,364-667-4389,01/08/2025,"($4,884.18)",Wire Transfer,Outgoing Wire
 TXN0001551,365-744-0532,03/12/2025,"($8,097.08)",ACH Debit,Vendor Payment
TXN0001341,148-401-8964,24-Mar-2025,"($30,098.98)",Wire Transfer,INCOMING WIRE
TXN0003035,612-227-5593,04-May-2025,"$40,276.82",Check Deposit,Check Deposit
TXN0004986,772-985-5583,05/09/2025,"$18,701.27",ACH Credit,Payroll Deposit
 TXN0005398,143-519-8039,03/19/2025,"($36,313.45)",Wire Transfer,Incoming Wire
TXN0001568,979-743-9201,08-Apr-2025,"($19,347.59)",ACH Debit,Vendor Payment
TXN0003022,827-839-3260,03/17/2025,"($20,933.79)",ATM Withdrawal,ATM Cash Withdrawal
TXN0004686,290-350-0602,04/09/2025,"$10,313.44",ACH Credit,Payroll Deposit
TXN0004687,785-078-7253,02/16/2025,"($35,710.79)",Internal Transfer,Account Transfer
TXN0001330,328-701-0953,10-May-2025,"($43,048.94)",ACH Debit,VENDOR PAYMENT
TXN0001028,887-296-7650,05/25/2025,"($8,406.72)",Wire Transfer,INCOMING WIRE
TXN0000223,812-714-7400,10-May-2025,"($17,565.43)",Wire Transfer,INCOMING WIRE
TXN0001461,769-459-6703,01/28/2025,"($39,508.32)",Internal Transfer,Account Transfer
TXN0003612,376-999-2422,05/07/2025,"($26,578.38)",ACH Debit,VENDOR PAYMENT
 TXN0000464,285-218-7046,18-May-2025,"($38,636.76)",Wire Transfer,Incoming Wire
txn0000531,743-644-2944,04/10/2025,"$41,233.49",ACH Credit,Payroll Deposit
TXN0004349,796-587-6802,04/27/2025,"($40,152.39)",ACH Debit,Vendor Payment
txn0005097,467-023-7008,31-May-2025,"($27,853.42)",Wire Transfer,INCOMING WIRE
txn0002799,280-083-7783,05/19/2025,"($25,010.48)",Debit Card,POS Purchase
TXN0000768,636-947-5067,04-Feb-2025,"($9,320.47)",Wire Transfer,OUTGOING WIRE
TXN0004265,605-711-8844,06/20/2025,"$1,986.27",Internal Transfer,Account Transfer
TXN0003208,610-005-8552,04/18/2025,"($26,167.69)",Debit Card,POS Purchase
TXN0001702,497-586-2395,22-May-2025,"($4,906.35)",Wire Transfer,INCOMING WIRE
txn0005388,739-284-2908,31-Jan-2025,"$20,695.61",Check Deposit,Check Deposit
TXN0000480,599-304-9598,12-Jun-2025,"$8,492.78",Check Deposit,Check Deposit
TXN0001887, 647-868-2259 ,04/02/2025,"($34,052.58)",ACH Debit,Vendor Payment
txn0004435,321-731-0735,05/09/2025,"($1,442.69)",Wire Transfer,INCOMING WIRE
TXN0001485,754-972-6064,10-May-2025,"($20,136.11)",Wire Transfer,INCOMING WIRE
TXN0005304,546-333-6395,06/08/2025,"($10,613.00)",Debit Card,POS PURCHASE
txn0001559,162-102-7923,19-May-2025,"($20,641.06)",ACH Debit,Vendor Payment
TXN0005527,327-982-4501,06/28/2025,"$31,456.65",Check Deposit,CHECK DEPOSIT
TXN0002598,610-869-8513,01/09/2025,"$36,803.97",ACH Credit,Payroll Deposit
txn0005680, 228-985-4145 ,06/05/2025,$655.58,ACH Credit,Payroll Deposit
TXN0004416,524-768-6472,06/19/2025,"$8,667.68",ACH Credit,PAYROLL DEPOSIT
TXN0003252,620-678-4692,11-Jun-2025,"($25,799.09)",Debit Card,POS Purchase
txn0000591,107-485-8817,14-Mar-2025,"$1,718.64",Check Deposit,CHECK DEPOSIT
 txn0002403,466-094-1141,03/25/2025,"$13,182.06",Internal Transfer,Account Transfer
txn0005355,546-841-5257,16-May-2025,"($19,326.12)",ATM Withdrawal,ATM Cash Withdrawal
TXN0003251,969-649-7525,26-Jun-2025,"$21,171.96",Debit Card,POS PURCHASE
TXN0000693,683-855-2407,02/13/2025,"$43,465.63",Internal Transfer,Account Transfer
TXN0003879,983-262-3144,04/16/2025,"($29,763.71)",Wire Transfer,Outgoing Wire
TXN0003554, 920-194-8225 ,04/14/2025,"$21,192.22",Debit Card,POS PURCHASE
txn0004734,731-714-9939,22-Apr-2025,"($19,150.14)",ACH Debit,Vendor Payment
TXN0001400,905-811-0635,04/22/2025,"($12,505.97)",ACH Debit,Vendor Payment
TXN0001018,995-522-4036,19-Jun-2025,"($4,517.05)",Wire Transfer,Incoming Wire
TXN0004396,131-454-1499,01/27/2025,"($3,245.35)",ACH Debit,Vendor Payment
TXN0004253,523-725-3262,29-Mar-2025,"($34,117.75)",ATM Withdrawal,ATM Cash Withdrawal
TXN0002368,879-057-7839,22-Mar-2025,"$20,911.76",ACH Credit,Payroll Deposit
TXN0004184,529-924-7333,01/03/2025,"($43,310.64)",Wire Transfer,INCOMING WIRE
TXN0001581,192-736-3077,06/29/2025,"($12,036.00)",ACH Debit,Vendor Payment
TXN0005342,115-827-7434,05/02/2025,"$7,504.25",ACH Credit,Payroll Deposit
TXN0002855,446-737-6665,05-Apr-2025,"($3,756.30)",Wire Transfer,Outgoing Wire
txn0000797,186-543-2287,02/04/2025,"$41,667.23",ACH Credit,Payroll Deposit
 TXN0003787,505-400-1154,06/25/2025,"($23,575.40)",Internal Transfer,Account Transfer
TXN0003884,367-652-8163,05/18/2025,"($16,064.00)",ATM Withdrawal,ATM Cash Withdrawal
TXN0003791,461-577-2912,03/30/2025,"$37,065.78",ACH Credit,Payroll Deposit
TXN0002708,106-093-0751,16-Mar-2025,"$39,331.92",Internal Transfer,Account Transfer
FEE00017,358-012-8490,27-May-2025,($44.10),Service Charge,Wire Fee
txn0002247,335-440-7847,04/19/2025,"($3,893.99)",ACH Debit,Vendor Payment
TXN0003347,533-377-7087,02/16/2025,"$28,537.83",Check Deposit,CHECK DEPOSIT
TXN0004941,677-893-0490,04/11/2025,"($27,281.88)",Wire Transfer,Incoming Wire
TXN0000556,952-983-1125,08-Jan-2025,"($43,589.98)",Internal Transfer,Account Transfer
TXN0001998,859-583-4995,25-Jun-2025,"($38,776.02)",Wire Transfer,INCOMING WIRE
TXN0002100,942-951-0128,03/17/2025,"($42,844.52)",Wire Transfer,Incoming Wire
txn0004758,278-860-6423,04/09/2025,"($40,147.71)",Wire Transfer,OUTGOING WIRE
TXN0001069,794-847-8070,06/27/2025,"($15,874.78)",Internal Transfer,Account Transfer
TXN0004557,186-948-9555,05/02/2025,"($11,986.26)",Debit Card,POS Purchase
TXN0004470,773-440-0924,02-May-2025,"($4,134.22)",Debit Card,POS PURCHASE
TXN0003631,968-072-5487,28-Jun-2025,"($7,796.31)",Debit Card,POS Purchase
TXN0003811,382-086-2048,06/22/2025,"$1,495.09",Check Deposit,Check Deposit
txn0000721,931-142-0949,03-Feb-2025,"($19,104.79)",ATM Withdrawal,ATM Cash Withdrawal
TXN0002094,183-787-1786,05-Apr-2025,"($4,185.83)",Wire Transfer,INCOMING WIRE
TXN0001852,535-502-3227,27-Jan-2025,"($36,814.80)",ATM Withdrawal,ATM Cash Withdrawal
txn0003478,612-742-4980,01-Feb-2025,"$10,840.84",ACH Credit,PAYROLL DEPOSIT
TXN0000824, 965-592-0433 ,06/04/2025,"($1,664.60)",Wire Transfer,INCOMING WIRE
TXN0003114,128-911-5644,04/13/2025,"($24,157.91)",Debit Card,POS Purchase
TXN0000340,430-571-9318,06/12/2025,"$20,726.49",Check Deposit,CHECK DEPOSIT
txn0003189, 416-429-3886 ,04/01/2025,"($34,446.97)",ACH Debit,Vendor Payment
TXN0000535,506-037-8729,09-Mar-2025,"$30,775.47",ACH Credit,Payroll Deposit
TXN0004346,222-692-1510,09-Jan-2025,"$5,386.74",Check Deposit,CHECK DEPOSIT
 TXN0001767,263-550-9958,01/08/2025,"($44,921.79)",Wire Transfer,OUTGOING WIRE
TXN0000958,516-384-8250,03/29/2025,"($35,873.36)",Wire Transfer,Incoming Wire
TXN0005155,513-464-7785,06/21/2025,"($4,530.16)",ACH Debit,Vendor Payment
txn0002985,137-643-9394,01/02/2025,"$34,864.24",Check Deposit,CHECK DEPOSIT
 TXN0001797,813-737-2223,28-Feb-2025,"($24,509.03)",ATM Withdrawal,ATM Cash Withdrawal
TXN0000614, 294-347-6525 ,19-May-2025,"$42,952.46",ACH Credit,Payroll Deposit
TXN0005704,479-862-7511,01/19/2025,"$21,761.43",ACH Debit,Vendor Payment
TXN0001853,318-703-0584,01/20/2025,"($20,326.68)",Debit Card,POS Purchase
txn0000546,116-930-7209,05/01/2025,"$19,026.71",ACH Credit,PAYROLL DEPOSIT
TXN0004009, 329-071-6950 ,02/18/2025,"($13,429.43)",Internal Transfer,Account Transfer
TXN0003509,281-237-0698,17-Apr-2025,"($10,448.27)",ATM Withdrawal,ATM Cash Withdrawal
TXN0004923,383-270-3087,16-Jan-2025,"$16,473.97",Internal Transfer,Account Transfer
TXN0003211, 267-788-2917 ,03/23/2025,"$43,532.11",Check Deposit,Check Deposit
 TXN0001448, 802-730-7858 ,05-Apr-2025,"($19,377.56)",Debit Card,POS Purchase
txn0005660,208-136-5767,02/18/2025,"($39,658.87)",ACH Debit,Vendor Payment
TXN0005036,660-204-1147,06/08/2025,"$41,775.84",Check Deposit,Check Deposit
TXN0004663,834-662-4263,01/06/2025,"($22,848.69)",Wire Transfer,Outgoing Wire
TXN0004397,297-651-6815,05/04/2025,"$3,903.60",ACH Credit,Payroll Deposit
TXN0002744,401-621-0271,04/18/2025,"$2,017.76",Check Deposit,Check Deposit
TXN0001697,645-563-6637,27-Jan-2025,"$31,858.74",ACH Credit,Payroll Deposit
TXN0001975,561-341-1907,04/27/2025,"($18,279.57)",ACH Debit,Vendor Payment
TXN0001038,345-911-4294,08-May-2025,"$5,394.61",ACH Credit,Payroll Deposit
TXN0000643,995-992-5071,06/05/2025,"$38,644.19",Check Deposit,Check Deposit
TXN0000657,189-884-5699,07-May-2025,"($11,383.74)",ATM Withdrawal,ATM Cash Withdrawal
TXN0004999,952-679-5316,29-Apr-2025,"$36,889.80",ACH Credit,Payroll Deposit
TXN0004912,358-521-3812,06/11/2025,"($33,726.89)",Wire Transfer,Incoming Wire
TXN0003993, 440-115-5006 ,17-Mar-2025,"$28,555.65",ACH Credit,Payroll Deposit
 TXN0004312,885-679-5045,05/03/2025,"($26,615.67)",Wire Transfer,OUTGOING WIRE
TXN0001236,501-181-2849,03/12/2025,"($26,215.55)",ACH Debit,Vendor Payment
txn0000818,498-290-7261,05/09/2025,"$20,540.98",Internal Transfer,ACCOUNT TRANSFER
TXN0004925,135-372-4463,18-Jan-2025,"($13,188.32)",Debit Card,POS PURCHASE
TXN0002620, 523-459-9620 ,01/19/2025,"($35,017.10)",Wire Transfer,Incoming Wire
txn0004287,641-200-9941,04/10/2025,"$13,566.20",Internal Transfer,Account Transfer
TXN0004487,170-338-2792,25-Jan-2025,($645.32),Debit Card,POS PURCHASE
TXN0001891,809-404-0413,03-Jan-2025,"($34,054.23)",Wire Transfer,OUTGOING WIRE
TXN0002558, 555-033-1363 ,22-Jun-2025,"($18,706.62)",Wire Transfer,OUTGOING WIRE
txn0003197,850-073-7116,06/01/2025,"($40,238.80)",Wire Transfer,Outgoing Wire
TXN0000270, 258-350-8930 ,25-Jun-2025,"$2,673.42",Check Deposit,CHECK DEPOSIT
TXN0005353,496-608-9106,24-Apr-2025,"$17,859.47",Wire Transfer,Incoming Wire
txn0004039,825-528-4190,12-Feb-2025,"($20,633.15)",ACH Debit,VENDOR PAYMENT
TXN0003270,816-197-2082,05/14/2025,"($30,767.25)",Internal Transfer,Account Transfer
TXN0002920,509-107-0138,11-Jan-2025,($522.85),ACH Debit,Vendor Payment
 txn0003149,535-875-8098,04/27/2025,"($39,825.88)",Wire Transfer,Incoming Wire
TXN0003542,921-912-1085,04-May-2025,"($29,323.97)",ATM Withdrawal,ATM Cash Withdrawal
TXN0001532,292-118-1337,02/07/2025,"($19,849.72)",Debit Card,POS Purchase
txn0004655,447-647-9966,02-Jun-2025,"($23,232.46)",Wire Transfer,Outgoing Wire
TXN0000782,946-915-0013,06/02/2025,"($40,017.96)",ACH Debit,Vendor Payment
TXN0005898,993-669-5337,06/17/2025,"($7,718.81)",Wire Transfer,Outgoing Wire
TXN0002466,456-508-9875,08-Jun-2025,"$40,421.21",ACH Credit,Payroll Deposit
TXN0003730,852-773-8547,04/19/2025,$926.53,Check Deposit,Check Deposit
TXN0003633,483-594-9168,01/05/2025,"($35,479.04)",Wire Transfer,Outgoing Wire
TXN0005764,930-233-8555,18-May-2025,"($37,955.18)",ATM Withdrawal,ATM Cash Withdrawal
TXN0004845,606-940-3731,03/04/2025,"($14,913.07)",ATM Withdrawal,ATM Cash Withdrawal
TXN0000012,107-118-8213,01/16/2025,"$20,070.61",Check Deposit,Check Deposit
TXN0004283,137-946-0069,04/07/2025,"($16,159.52)",Wire Transfer,Outgoing Wire
TXN0004041,524-949-0821,03/16/2025,"($23,646.24)",ACH Debit,VENDOR PAYMENT
